;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;Athleticism Score;Broad Jump;Burst Score;40-Yard Dash;Agility Score;Catch Radius;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Interceptions (2016);Interceptions (2017);Interceptions (2018);Interceptions (2019);Interceptions (2020);Pass Break-ups (2017);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
0;A.J. Hendy;S;208 lbs;4,16;7,03;101,9;135,0;136,4;4,61;11,19;10,22;92,1;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;114,8;0,0;;;;;0,0;0,0;;;;;;;;;40,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;27,8;31 3/4;27,4;Justin Evans;Marcus Williams;Keanu Neal;Eric Reid;Doug Middleton;Maryland;Undrafted;2016;9 3/4;73;
1;A.J. Moore;S;200 lbs;4,38;7,27;99,8;122,0;118,8;4,45;11,65;9,84;102,0;;;;0,0;7,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;106,9;;;;0,0;10,0;;;;0,0;1,0;;;;12.1%;31.8%;34,0;;;;0,0;1,0;;;;0,0;1,0;;;;0,0;0,0;;;;124,0;472,0;;;;2,0;10,0;;;;1,0;1,4;;;;1,0;0,0;;;;2,0;17,0;;;;1,0;2,4;25,1;32 1/8;27,9;David Jones;Marqueston Huff;Jaylen Watkins;Terrence Brooks;Glover Quin;Mississippi;Undrafted;2018;8 3/4;71;Houston Texans
2;Adrian Amos;S;218 lbs;4,03;7,09;103,0;122,0;121,4;4,56;11,12;10,11;100,8;11,0;9,0;17,0;20,0;15,0;1,0;1,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;1,0;0,0;1,0;2,0;2,0;1,0;0,0;0,0;0,0;0,0;125,4;0,0;0,0;2,0;4,0;12,0;0,0;0,0;1,0;1,0;2,0;97.6%;;100.0%;100.0%;95.7%;35,5;0,7;0,9;1,1;1,3;1,1;0,0;2,0;6,0;6,0;6,0;1,0;2,0;0,0;0,0;2,0;935,0;0,0;1012,0;1001,0;851,0;50,0;57,0;53,0;61,0;54,0;3,3;5,7;3,3;3,8;3,9;2,0;6,0;1,0;3,0;3,0;61,0;66,0;70,0;81,0;69,0;4,1;6,6;4,4;5,1;4,9;27,8;32 1/4;28,8;J.J. Wilcox;Johnathan Cyprien;Bacarri Rambo;Vinnie Sunseri;2015;Penn State;5.06;9 1/8;73;Green Bay Packers;
3;Adrian Colbert;S;200 lbs;4,31;7,24;95,4;117,0;115,5;4,54;11,55;9,84;94,2;;3,0;8,0;7,0;4,0;;2,0;0,0;0,0;0,0;;1,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;94,5;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;;81.6%;88.1%;76.9%;33,5;;0,3;1,3;1,2;2,0;;4,0;1,0;2,0;0,0;;1,0;0,0;0,0;0,0;;0,0;392,0;412,0;121,0;;29,0;12,0;12,0;6,0;;3,2;2,0;2,0;3,0;;1,0;0,0;0,0;0,0;;32,0;20,0;19,0;10,0;;3,6;3,3;3,2;5,0;27,3;31 3/4;27,1;Matthias Farley;Dwight Lowery;James Sample;Dymonte Thomas;DeAndre Houston-Carson;Miami;7.11;2017;8    ;72;
4;Adrian Phillips;S;210 lbs;4,29;7,1;99,8;115,0;117,9;4,63;11,39;9,87;91,4;14,0;23,0;26,0;10,0;42,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;1,0;0,0;2,0;0,0;0,0;0,0;0,0;99,6;11,0;0,0;0,0;0,0;9,0;11,0;0,0;0,0;0,0;1,0;63.0%;;69.2%;68.9%;75.3%;35,5;1,2;1,8;1,6;1,4;3,0;0,0;3,0;9,0;0,0;2,0;0,0;1,0;3,0;1,0;5,0;481,0;0,0;988,0;409,0;851,0;21,0;37,0;50,0;20,0;57,0;1,8;2,8;3,1;2,9;4,1;0,0;2,0;3,0;1,0;5,0;35,0;60,0;76,0;30,0;99,0;2,9;4,6;4,8;4,3;7,1;28,9;31 1/8;29,3;Rickey Jefferson;Derron Smith;Demetrious Cox;Fish Smithson;Jamal Carter;Texas;Undrafted;2014;8 3/8;71;New England Patriots
5;Afolabi Laguda;S;203 lbs;4,44;7,14;97,1;126,0;124,2;4,69;11,58;9,91;83,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,5;33 3/8;27,5;Kenny Ladler;Jordan Sterns;Denzel Johnson;Kurtis Drummond;Jahleel Addae;Colorado;Undrafted;2018;10    ;72;
6;Alijah Holder;S;191 lbs;4,15;6,7;93,8;121,0;121,7;4,6;10,85;10,17;85,3;;;;;0,0;;;;;0,0;;;;;0,0;;;;0,0;0,0;;;0,0;0,0;98,0;;;;;0,0;;;;;0,0;;;;0.0%;13.5%;36,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;0,0;126,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;25,0;32 1/2;25,2;Jalen Mills;Marcus Epps;Julian Love;Micah Hyde;Don Carey;Stanford;Undrafted;2019;9 1/2;73;Denver Broncos
7;Alohi Gilman;S;201 lbs;4,08;6,81;99,3;119,0;113,9;4,6;10,89;9,9;89,8;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;0,0;108,3;;;;;0,0;;;;;0,0;;;;;0.0%;32,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;129,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;30 7/8;28,0;Rahim Moore;Andrew Wingard;Jarrod Harper;J.J. Wilcox;Donovan Wilson;Notre Dame;6.07;2020;9 1/4;71;Los Angeles Chargers
8;Alohi Gilman;S;201 lbs;4,08;6,81;99,3;119,0;113,9;4,6;10,89;9,9;89,8;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;0,0;108,3;;;;;0,0;;;;;0,0;;;;;0.0%;32,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;129,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;30 7/8;28,0;Rahim Moore;Andrew Wingard;Jarrod Harper;J.J. Wilcox;Donovan Wilson;Notre Dame;6.07;2020;9 1/4;71;Los Angeles Chargers
9;Alohi Gilman;S;201 lbs;4,08;6,81;99,3;119,0;113,9;4,6;10,89;9,9;89,8;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;0,0;108,3;;;;;0,0;;;;;0,0;;;;;0.0%;32,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;129,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;30 7/8;28,0;Rahim Moore;Andrew Wingard;Jarrod Harper;J.J. Wilcox;Donovan Wilson;Notre Dame;6.07;2020;9 1/4;71;Los Angeles Chargers
10;Alohi Gilman;S;201 lbs;4,08;6,81;99,3;119,0;113,9;4,6;10,89;9,9;89,8;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;0,0;108,3;;;;;0,0;;;;;0,0;;;;;0.0%;32,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;129,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;30 7/8;28,0;Rahim Moore;Andrew Wingard;Jarrod Harper;J.J. Wilcox;Donovan Wilson;Notre Dame;6.07;2020;9 1/4;71;Los Angeles Chargers
11;Amani Hooker;S;210 lbs;4,1;6,81;104,1;123,0;124,4;4,48;10,91;10,09;104,3;;;;4,0;15,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;3,0;;;0,0;0,0;115,5;;;;0,0;0,0;;;;0,0;0,0;;;;36.4%;38.8%;37,0;;;;0,7;1,1;;;;0,0;4,0;;;;0,0;1,0;;;;418,0;958,0;;;;8,0;25,0;;;;1,3;1,8;;;;0,0;1,0;;;;12,0;40,0;;;;2,0;2,9;22,6;30 1/8;29,3;Kevin Byard;Jordan Lucas;Michael Griffin;Jessie Bates;Colin Jones;Iowa;4.14;2019;9 1/8;71;Tennessee Titans
12;Andre Hal;S;188 lbs;4,27;7,14;97,9;119,0;119,9;4,5;11,41;9,86;91,7;16,0;31,0;7,0;;;0,0;2,0;0,0;;;0,0;0,0;0,0;;;2,0;3,0;3,0;;;0,0;0,0;;;105,1;7,0;0,0;0,0;;;7,0;0,0;0,0;;;92.5%;;46.9%;;;35,5;1,1;1,9;0,9;;;0,0;3,0;2,0;;;0,0;3,0;0,0;;;763,0;0,0;505,0;;;30,0;39,0;5,0;;;2,1;2,4;0,6;;;1,0;3,0;0,0;;;46,0;70,0;12,0;;;3,3;4,4;1,5;;;28,7;30 1/2;27,0;Marqueston Huff;Charlie Miller;Duron Harmon;Dymonte Thomas;Keith Tandy;Vanderbilt;7.01;2014;8 5/8;70;
13;Andrew Adams;S;201 lbs;4,32;6,96;100,5;118,0;115,1;4,59;11,28;9,84;90,6;23,0;5,0;11,0;4,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;4,0;1,0;0,0;0,0;0,0;0,0;0,0;114,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;88.0%;;53.8%;84.5%;0.0%;33,0;1,9;0,7;1,0;0,4;0,0;0,0;2,0;4,0;2,0;0,0;0,0;1,0;0,0;3,0;0,0;709,0;0,0;676,0;735,0;59,0;21,0;23,0;26,0;40,0;0,0;1,8;3,3;2,4;3,6;0,0;0,0;2,0;0,0;3,0;0,0;44,0;28,0;37,0;44,0;0,0;3,7;4,0;3,4;4,0;0,0;27,4;31 3/4;28,0;Ha Ha Clinton-Dix;Calvin Pryor;Tre Boston;Dean Marlowe;Ed Reynolds;Connecticut;Undrafted;2016;9 1/4;71;Tampa Bay Buccaneers
14;Andrew Sendejo;S;208 lbs;4,04;6,87;98,6;121,0;118,3;4,7;10,91;10,04;85,3;24,0;27,0;8,0;9,0;20,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;2,0;2,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;112,9;10,0;0,0;0,0;10,0;0,0;10,0;0,0;0,0;1,0;0,0;97.7%;;100.0%;52.1%;100.0%;34,0;1,7;2,1;1,6;0,8;1,5;0,0;5,0;1,0;1,0;1,0;0,0;1,0;0,0;1,0;0,0;855,0;0,0;305,0;702,0;855,0;41,0;50,0;19,0;29,0;45,0;2,9;3,8;3,8;2,6;3,5;0,0;1,0;0,0;1,0;0,0;65,0;77,0;27,0;38,0;65,0;4,6;5,9;5,4;3,5;5,0;33,4;;27,4;Justin Currie;Duke Ihenacho;Tashaun Gipson;D.J. Swearinger;Tre Sullivan;Rice;Undrafted;2010;;73;Cleveland Browns
15;Andrew Wingard;S;209 lbs;4,2;7,08;99,1;121,0;122,6;4,56;11,28;9,98;96,7;;;;6,0;11,0;;;;1,0;0,0;;;;0,0;1,0;;;;0,0;1,0;;;34,0;58,0;101,2;;;;3,0;0,0;;;;1,0;0,0;;;;38.6%;59.6%;36,5;;;;0,9;1,2;;;;0,0;3,0;;;;0,0;0,0;;;;438,0;582,0;;;;14,0;22,0;;;;2,0;2,4;;;;0,0;0,0;;;;20,0;33,0;;;;2,9;3,7;24,2;30 1/2;28,3;Malik Golden;Darian Stewart;Adrian Amos;Trey Marshall;J.J. Wilcox;Wyoming;Undrafted;2019;8 5/8;72;Jacksonville Jaguars
16;Anthony Harris;S;183 lbs;;;;;;4,56;;;84,6;11,0;1,0;12,0;26,0;40,0;0,0;1,0;0,0;0,0;0,0;1,0;2,0;0,0;1,0;0,0;0,0;0,0;3,0;6,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;63.5%;;89.9%;100.0%;96.1%;;1,8;0,3;1,1;1,9;2,9;0,0;1,0;3,0;5,0;5,0;0,0;0,0;0,0;1,0;3,0;231,0;0,0;693,0;907,0;914,0;24,0;11,0;30,0;34,0;48,0;4,0;3,7;2,7;2,4;3,4;0,0;0,0;0,0;1,0;3,0;35,0;12,0;42,0;60,0;88,0;5,8;4,0;3,8;4,3;6,3;29,3;32    ;24,1;Jimmie Ward;Charlie Miller;Jordan Simone;Don Carey;2015;Virginia;Undrafted;9 1/4;73;Minnesota Vikings;
17;Anthony Levine;S;193 lbs;4,05;6,75;99,4;114,0;116,5;4,53;10,8;10,07;91,7;5,0;2,0;4,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;119,7;0,0;21,0;2,0;0,0;0,0;0,0;3,0;1,0;0,0;0,0;17.0%;;33.1%;22.7%;3.6%;35,0;0,6;0,2;0,4;0,2;0,0;0,0;2,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;85,0;0,0;640,0;640,0;362,0;2,0;18,0;17,0;7,0;3,0;0,3;1,4;1,7;0,6;0,6;0,0;0,0;0,0;1,0;0,0;7,0;20,0;21,0;9,0;3,0;0,9;1,5;2,1;0,8;0,6;33,9;;26,9;Xavier Woods;Kurt Coleman;Micah Hyde;Rahim Moore;Eric Weddle;Tennessee State;Undrafted;2010;;71;Baltimore Ravens
18;Antoine Bethea;S;203 lbs;4,13;6,99;;;;4,39;11,12;10,08;109,3;23,0;13,0;27,0;38,0;;1,0;1,0;1,0;0,0;;1,0;0,0;0,0;2,0;;1,0;5,0;0,0;1,0;;0,0;0,0;0,0;;124,7;0,0;8,0;21,0;0,0;;0,0;1,0;3,0;0,0;;100.0%;;100.0%;100.0%;;36,5;1,4;0,9;1,7;2,4;;0,0;4,0;4,0;5,0;;1,0;0,0;2,0;1,0;;1123,0;0,0;1073,0;1061,0;;86,0;44,0;94,0;72,0;;5,4;2,9;5,9;4,5;;1,0;0,0;2,0;1,0;;109,0;57,0;121,0;110,0;;6,8;3,8;7,6;6,9;;36,5;;28,3;Jabrill Peppers;Robenson Therezie;Terrence Brooks;LaRon Landry;Chris Culliver;Howard;6.38;2006;;71;
19;Antoine Brooks;S;220 lbs;;;;;;4,64;;;94,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31 1/8;30,7;Winston Guy;Isaiah N. Johnson;Adrian Phillips;Jake Gervase;Tray Matthews;Maryland;6.19;2020;9 1/4;71;Pittsburgh Steelers
20;Antoine Winfield;S;203 lbs;;;;124,0;123,2;4,45;;;103,5;;;;;29,0;;;;;2,0;;;;;0,0;;;;;1,0;;;;57,0;;;;;;20,0;;;;;3,0;;;;;95.1%;36,0;;;;;2,1;;;;;4,0;;;;;0,0;;;;;905,0;;;;;51,0;;;;;3,6;;;;;0,0;;;;;80,0;;;;;5,7;22,5;30 1/8;30,0;Johnathan Abram;Andrew Wingard;Jabrill Peppers;J.J. Wilcox;Donovan Wilson;Minnesota;2.13;2020;9 1/2;69;Tampa Bay Buccaneers
21;Antone Exum;S;213 lbs;4,13;7,05;101,1;117,0;118,0;4,59;11,18;9,99;96,0;0,0;1,0;10,0;;;0,0;0,0;1,0;;;0,0;0,0;0,0;;;0,0;0,0;1,0;;;0,0;0,0;;;112,3;0,0;0,0;6,0;;;0,0;0,0;1,0;;;;;89.9%;;;35,0;;1,0;1,0;;;0,0;0,0;5,0;;;0,0;0,0;0,0;;;0,0;0,0;646,0;;;0,0;2,0;27,0;;;;2,0;2,7;;;0,0;0,0;0,0;;;0,0;3,0;37,0;;;;3,0;3,7;;;29,9;31 5/8;28,9;Calvin Pryor;Antonio Allen;Jadar Johnson;T.J. Ward;James Sample;Virginia Tech;6.06;2014;9 5/8;72;
22;Antonio Allen;S;210 lbs;4,25;7,02;97,3;118,0;116,8;4,58;11,27;10,02;95,5;1,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;106,9;0,0;;;;;0,0;0,0;;;;6.5%;;;;;34,0;0,5;;;;;0,0;;;;;0,0;0,0;;;;8,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;0,0;;;;1,0;0,0;;;;0,5;;;;;32,4;32 1/2;27,0;Tre Boston;James Sample;Ha Ha Clinton-Dix;Antone Exum;Dean Marlowe;South Carolina;7.35;2012;9 3/8;74;
23;Armani Watts;S;206 lbs;4,37;7,25;95,4;120,0;119,5;4,69;11,62;9,92;85,2;;;1,0;2,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;0,0;18,0;39,0;93,7;;;10,0;7,0;0,0;;;1,0;1,0;0,0;;;20.9%;16.2%;9.4%;35,0;;;0,3;0,3;0,0;;;1,0;0,0;1,0;;;0,0;0,0;0,0;;;206,0;390,0;267,0;;;1,0;5,0;7,0;;;0,3;0,8;1,8;;;0,0;0,0;0,0;;;2,0;7,0;7,0;;;0,7;1,2;1,8;24,9;33 1/2;27,2;Denzel Johnson;Phillip Thomas;Devin Chappell;Darian Thompson;Jordan Sterns;Texas A&M;4.24;2018;8 3/4;73;Kansas City Chiefs
24;Bacarri Rambo;S;211 lbs;4,26;6,94;99,3;117,0;117,2;4,56;11,2;9,98;97,6;17,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;0,0;;;;108,1;0,0;;;;;0,0;0,0;;;;75.7%;;;;;34,5;1,9;;;;;0,0;;;;;1,0;0,0;;;;468,0;0,0;;;;22,0;0,0;;;;2,4;;;;;1,0;0,0;;;;39,0;0,0;;;;4,3;;;;;30,6;31    ;27,8;Jaquiski Tartt;K.J. Dillon;Jordan Lucas;Vinnie Sunseri;Malik Hooker;Georgia;6.23;2013;9 1/4;73;
25;Barry Church;S;222 lbs;4,17;6,65;101,5;121,0;121,7;4,69;10,82;10,2;91,8;26,0;17,0;7,0;;;1,0;0,0;0,0;;;0,0;0,0;0,0;;;2,0;4,0;1,0;;;0,0;0,0;;;113,0;0,0;12,0;10,0;;;0,0;1,5;1,0;;;86.8%;;100.0%;;;36,0;2,2;1,1;0,7;;;0,0;3,0;1,0;;;2,0;2,0;2,0;;;673,0;0,0;606,0;;;59,0;56,0;31,0;;;4,9;3,5;3,1;;;2,0;2,0;2,0;;;85,0;73,0;38,0;;;7,1;4,6;3,8;;;33,0;33 1/4;28,5;Kenny Vaccaro;Duke Ihenacho;Justin Currie;Isaiah N. Johnson;Miles Killebrew;Toledo;Undrafted;2010;9 3/8;74;
26;Bernard Pollard;S;224 lbs;;;;131,0;127,6;4,57;;;102,7;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;;;;;0,0;0,0;;;;;;;;;36,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;36,1;;28,8;Johnathan Cyprien;Adrian Amos;Rayshawn Jenkins;Jaquiski Tartt;T.J. McDonald;Purdue;2.22;2006;;74;
27;Blake Countess;S;184 lbs;4,19;6,85;100,9;121,0;122,6;4,53;11,04;9,89;87,4;8,0;5,0;2,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;1,0;1,0;;;0,0;0,0;;;116,9;0,0;0,0;0,0;;;0,0;0,0;0,0;;;97.1%;;5.9%;;;36,5;4,0;0,5;0,2;;;0,0;0,0;1,0;;;0,0;1,0;0,0;;;135,0;0,0;542,0;;;11,0;11,0;1,0;;;5,5;1,0;0,1;;;0,0;1,0;0,0;;;19,0;16,0;3,0;;;9,5;1,5;0,3;;;27,5;28 3/4;27,2;Colt Anderson;Don Carey;Dymonte Thomas;Peyton Thompson;Marcelis Branch;Auburn;6.21;2016;8 1/2;69;
28;Bobby McCain;S;195 lbs;3,82;6,8;104,7;130,0;126,2;4,51;10,62;10,1;94,3;;;;6,0;9,0;;;;0,0;0,0;;;;0,0;0,0;1,0;3,0;2,0;2,0;1,0;6,0;2,0;0,0;0,0;126,2;;;;0,0;0,0;;;;0,0;0,0;56.8%;51.0%;80.6%;94.3%;93.6%;36,0;;;;0,7;0,8;;;;2,0;4,0;;;;0,0;0,0;;504,0;725,0;581,0;768,0;;;;19,0;32,0;;;;2,1;2,7;;;;0,0;0,0;;;;25,0;41,0;;;;2,8;3,4;27,5;30 1/2;28,8;Devin McCourty;Chris Maragos;Marcus Gilchrist;Jordan Lucas;Damarious Randall;Memphis;5.09;2015;9    ;69;Miami Dolphins
29;Bradley McDougald;S;215 lbs;4,44;7,07;98,8;122,0;119,7;4,74;11,51;9,86;85,2;20,0;24,0;14,0;19,0;14,0;0,0;0,0;3,0;1,0;0,0;1,0;0,0;1,0;1,0;1,0;2,0;0,0;3,0;2,0;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,5;0,0;99.4%;;93.2%;100.0%;95.0%;34,5;1,3;1,8;0,9;1,4;2,0;0,0;4,0;6,0;4,0;2,0;2,0;2,0;1,0;1,0;0,0;1012,0;0,0;909,0;894,0;456,0;70,0;42,0;64,0;50,0;20,0;4,4;3,2;4,3;3,6;2,9;2,0;3,0;4,0;1,0;0,0;90,0;66,0;78,0;69,0;34,0;5,6;5,1;5,2;4,9;4,9;30,2;32 1/2;28,4;Tony Jefferson;Darian Thompson;Ronald Martin;Chanceller James;2013;Kansas;Undrafted;9 1/8;73;New York Jets;
30;Brandon Bryant;S;215 lbs;4,23;7,26;;123,0;119,3;4,5;11,49;9,85;104,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,1;;30,0;Jaquiski Tartt;Matt Elam;Eddie Pleasant;Patrick Chung;2018;Mississippi State;Undrafted;;71;;
31;Brian Cole;S;213 lbs;;;;;;4,52;;;102,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,8;31 3/8;27,3;Jeff Heath;Roman Harper;Montrel Meander;Vernon Scott;Mike Mitchell;Mississippi State;7.35;2020;10    ;74;Minnesota Vikings
32;Brynden Trawick;S;221 lbs;4,39;6,76;100,3;126,0;125,1;4,66;11,15;10,04;93,7;4,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;1,0;0,0;0,0;0,0;;0,0;0,0;11,0;;99,7;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;28.7%;;0.0%;6.4%;;36,5;1,3;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;56,0;0,0;72,0;47,0;;5,0;0,0;0,0;1,0;;1,7;0,0;0,0;1,0;;0,0;0,0;0,0;0,0;;9,0;0,0;0,0;1,0;;3,0;0,0;0,0;1,0;;31,3;31 1/8;28,4;Miles Killebrew;Justin Currie;Isaiah N. Johnson;Duke Ihenacho;Kenny Vaccaro;Troy;Undrafted;2013;9 3/8;74;
33;Budda Baker;S;195 lbs;4,08;6,76;100,0;115,0;112,8;4,45;10,84;9,95;99,5;0,0;16,0;29,0;55,0;31,0;0,0;2,0;1,0;1,0;1,0;0,0;1,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;111,4;0,0;7,0;32,0;8,0;23,0;0,0;1,0;2,0;0,5;2,0;;;99.9%;100.0%;92.6%;32,5;;1,3;2,1;3,4;2,4;0,0;6,0;2,0;6,0;2,0;0,0;2,0;5,0;4,0;3,0;0,0;0,0;939,0;1081,0;861,0;0,0;43,0;72,0;92,0;73,0;;3,6;5,1;5,8;5,6;0,0;3,0;7,0;4,0;4,0;0,0;59,0;101,0;147,0;104,0;;4,9;7,2;9,2;8,0;25,1;30 3/4;28,0;Eric Weddle;Jordan Poyer;Xavier Woods;Shalom Luani;Colin Jones;Washington;2.04;2017;9    ;70;Arizona Cardinals
34;C.J. Moore;S;196 lbs;4,44;7,08;;124,0;124,9;4,48;11,52;9,96;97,3;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;13.6%;0.0%;37,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;140,0;51,0;;;;1,0;0,0;;;;0,5;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;0,5;0,0;25,1;32 1/4;27,3;David Jones;Rashad Johnson;Marquise Blair;Marqueston Huff;Andre Hal;Ole Miss;Undrafted;2018;8 5/8;71;Detroit Lions
35;Calvin Pryor;S;207 lbs;4,3;6,98;100,8;115,0;116,2;4,58;11,28;9,88;94,1;18,0;0,0;;;;1,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;107,1;0,0;;;;;0,0;0,0;;;;86.9%;;;;;34,5;1,3;;;;;0,0;;;;;4,0;0,0;;;;761,0;0,0;;;;42,0;0,0;;;;3,0;;;;;6,0;0,0;;;;60,0;0,0;;;;4,3;;;;;28,6;31 3/8;28,9;Andrew Adams;Antone Exum;Ha Ha Clinton-Dix;Dean Marlowe;Tre Boston;Louisville;1.18;2014;9 1/8;71;
