;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;Athleticism Score;Broad Jump;Burst Score;40-Yard Dash;Agility Score;Catch Radius;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Interceptions (2016);Interceptions (2017);Interceptions (2018);Interceptions (2019);Interceptions (2020);Pass Break-ups (2017);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
145;Jarrod Harper;S;210 lbs;4,13;6,72;99,5;119,0;113,9;4,61;10,85;9,93;93,0;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;104,6;0,0;;;;;0,0;0,0;;;;;;;;;32,0;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,9;30 5/8;28,5;Rahim Moore;Jadar Johnson;Ibraheim Campbell;Jordan Richards;Jamal Adams;West Virginia;Undrafted;2017;9    ;72;
146;Jarrod Wilson;S;210 lbs;4,43;7,0;97,5;118,0;120,2;4,6;11,43;10,01;93,8;0,0;0,0;3,0;26,0;20,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;0,0;0,0;34,0;55,0;102,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4.3%;;54.7%;100.0%;83.4%;36,0;0,0;0,0;0,5;1,7;2,0;0,0;0,0;1,0;2,0;1,0;0,0;0,0;1,0;3,0;1,0;6,0;0,0;364,0;937,0;670,0;2,0;4,0;13,0;48,0;36,0;1,0;0,8;2,2;3,2;3,6;0,0;0,0;2,0;4,0;1,0;2,0;4,0;16,0;74,0;56,0;1,0;0,8;2,7;4,9;5,6;27,0;32 1/4;27,0;Demetrious Cox;Tre Boston;Winston Guy;Antonio Allen;Rontez Miles;Michigan;Undrafted;2016;10    ;74;Jacksonville Jaguars
147;Jason Thompson;S;208 lbs;4,01;6,57;103,3;133,0;133,7;4,5;10,58;10,42;101,4;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;130,1;0,0;0,0;;;;0,0;0,0;;;;;;;;;39,5;;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,8;31 3/8;26,7;Sean Davis;Dezmen Southward;Keanu Neal;Justin Simmons;Marcus Williams;Utah;Undrafted;2017;9 7/8;74;
148;Jaylen Watkins;S;194 lbs;4,5;7,13;98,7;118,0;112,6;4,41;11,63;9,7;102,6;;1,0;;8,0;0,0;;0,0;;0,0;0,0;;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;;17,0;38,0;110,2;;0,0;;0,0;0,0;;0,0;;0,0;0,0;;;;47.3%;0.0%;31,5;;0,2;;0,8;0,0;;0,0;;1,0;0,0;;1,0;;1,0;0,0;;0,0;;566,0;75,0;;16,0;;17,0;5,0;;2,7;;1,7;5,0;;2,0;;1,0;0,0;;17,0;;25,0;5,0;;2,8;;2,5;5,0;29,2;30 5/8;27,1;Marqueston Huff;Terrence Brooks;Andre Hal;Dwight Lowery;Charlie Miller;Florida;4.01;2014;9 5/8;71;Los Angeles Chargers
149;Jaylinn Hawkins;S;208 lbs;;;;117,0;118,9;;;;;;;;;4,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;0,0;;;;;;12,0;;;;;0,5;;;;;29.4%;35,5;;;;;1,3;;;;;0,0;;;;;0,0;;;;;197,0;;;;;3,0;;;;;1,0;;;;;0,0;;;;;7,0;;;;;2,3;23,4;31 3/4;27,4;Ronnie Harrison;Bacarri Rambo;Antonio Allen;Antone Exum;Kenny Robinson;California;4.28;2020;9 1/2;73;Atlanta Falcons
150;Jayron Kearse;S;216 lbs;4,6;7,06;94,4;124,0;115,6;4,62;11,66;9,91;94,8;1,0;1,0;2,0;9,0;23,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;91,9;0,0;0,0;8,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;24.3%;;28.5%;44.0%;59.3%;31,5;0,2;0,3;0,2;1,1;2,1;0,0;0,0;2,0;5,0;2,0;0,0;1,0;1,0;0,0;0,0;77,0;0,0;590,0;566,0;735,0;2,0;4,0;16,0;18,0;32,0;0,4;1,3;1,6;2,3;2,9;0,0;1,0;1,0;0,0;0,0;3,0;5,0;18,0;27,0;55,0;0,6;1,7;1,8;3,4;5,0;27,0;34 1/4;26,3;Antonio Allen;Corey Moore;Jarrod Wilson;James Sample;Erik Harris;Clemson;7.23;2016;9 5/8;76;Detroit Lions
151;Jeff Heath;S;212 lbs;4,36;6,88;102,8;126,0;125,9;4,53;11,24;10,02;100,7;5,0;14,0;25,0;21,0;7,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,0;1,0;0,0;3,0;0,0;0,0;0,0;0,0;118,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37.5%;;100.0%;88.3%;55.6%;37,0;0,6;1,0;1,6;1,6;0,8;0,0;2,0;4,0;7,0;0,0;0,0;1,0;1,0;2,0;1,0;215,0;0,0;982,0;831,0;615,0;12,0;48,0;52,0;38,0;25,0;1,3;3,4;3,3;2,9;2,8;0,0;1,0;4,0;3,0;1,0;17,0;62,0;77,0;59,0;32,0;1,9;4,4;4,8;4,5;3,6;29,7;30 1/4;28,0;Darian Stewart;Rayshawn Jenkins;Ryan Murphy;Jaquiski Tartt;K.J. Dillon;Saginaw Valley;Undrafted;2013;8 3/4;73;Las Vegas Raiders
152;Jeremy Chinn;S;221 lbs;;;;138,0;138,7;4,45;;;112,7;;;;;38,0;;;;;2,0;;;;;2,0;;;;;1,0;;;;0,0;;;;;;11,0;;;;;1,0;;;;;92.5%;41,0;;;;;2,9;;;;;4,0;;;;;0,0;;;;;836,0;;;;;62,0;;;;;4,8;;;;;1,0;;;;;100,0;;;;;7,7;22,9;32 1/8;27,6;Kyle Dugger;Gerald Sensabaugh;Eric Berry;Eric Reid;Obi Melifonwu;Southern Illinois;2.32;2020;9 5/8;75;Carolina Panthers
153;Jeremy Reaves;S;204 lbs;4,48;7,44;95,5;110,0;107,7;4,71;11,92;9,49;82,9;;;;5,0;7,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;92,4;;;;0,0;4,0;;;;0,0;1,0;;;;35.6%;28.3%;31,0;;;;1,3;1,8;;;;1,0;1,0;;;;0,0;0,0;;;;275,0;254,0;;;;6,0;7,0;;;;1,5;1,8;;;;0,0;0,0;;;;11,0;14,0;;;;2,8;3,5;24,4;30 3/8;28,4;Maurice Smith;Darian Thompson;Will Parks;Damarius Travis;Denzel Johnson;South Alabama;Undrafted;2018;7 3/4;71;Washington
154;Jermaine Whitehead;S;197 lbs;4,11;6,95;100,2;128,0;126,9;4,59;11,06;10,04;88,8;0,0;2,0;6,0;12,0;;0,0;0,0;0,0;1,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;1,0;;0,0;0,0;23,0;;110,0;0,0;0,0;16,0;0,0;;0,0;0,0;1,0;0,0;;;;40.2%;100.0%;;37,0;;0,3;0,7;1,7;;0,0;1,0;2,0;1,0;;0,0;0,0;1,0;1,0;;0,0;0,0;567,0;459,0;;0,0;3,0;14,0;29,0;;;0,4;1,6;4,1;;0,0;0,0;1,0;1,0;;0,0;5,0;20,0;41,0;;;0,7;2,2;5,9;;27,9;31    ;27,5;Colt Anderson;Jimmie Ward;Rontez Miles;Kai Nacua;Marqui Christian;Auburn;Undrafted;2015;9 3/8;71;
155;Jessie Bates;S;200 lbs;4,26;6,78;;117,0;118,9;4,5;11,04;10,09;97,5;;1,0;38,0;37,0;28,0;;0,0;0,0;1,0;1,0;;0,0;0,0;1,0;0,0;;0,0;3,0;3,0;3,0;0,0;0,0;0,0;0,0;;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;100.0%;100.0%;100.0%;95.4%;35,5;;1,0;2,4;2,3;2,0;;0,0;5,0;6,0;11,0;;0,0;0,0;0,0;3,0;;77,0;1089,0;1036,0;900,0;;7,0;71,0;61,0;69,0;;7,0;4,4;3,8;4,9;;0,0;0,0;0,0;3,0;;8,0;109,0;98,0;97,0;;8,0;6,8;6,1;6,9;24,2;31 5/8;26,4;Marcus Maye;Xavier Woods;Chris Conte;Eric Weddle;Jonathan Dowling;Wake Forest;2.22;2018;9 3/4;73;Cincinnati Bengals
156;Jimmie Ward;S;193 lbs;4,24;6,89;97,6;125,0;127,1;4,59;11,13;10,04;87,0;14,0;6,0;;18,0;27,0;1,0;0,0;;0,0;2,0;1,0;1,0;;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;14,0;35,0;98,0;7,0;0,0;;0,0;0,0;7,0;0,0;;1,0;0,0;87.0%;;68.9%;100.0%;93.9%;38,0;1,3;0,9;;1,4;2,1;0,0;1,0;;8,0;4,0;0,0;1,0;;2,0;0,0;668,0;0,0;356,0;793,0;804,0;39,0;26,0;;42,0;38,0;3,5;3,7;;3,2;2,9;1,0;1,0;;2,0;1,0;53,0;32,0;;60,0;65,0;4,8;4,6;;4,6;5,0;29,5;31    ;26,9;Anthony Harris;Marqui Christian;Jordan Sterns;Jordan Lucas;Eddie Jackson;Northern Illinois;1.30;2014;9 3/8;71;San Francisco 49ers
157;John Battle;S;201 lbs;4,33;7,09;93,8;120,0;110,2;4,67;11,42;9,68;84,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,5;31 3/4;27,3;Will Parks;Maurice Smith;Damarius Travis;Darian Thompson;Phillip Thomas;LSU;Undrafted;2019;9 5/8;72;Pittsburgh Steelers
158;John Johnson;S;208 lbs;4,18;6,72;100,5;119,0;122,4;4,61;10,9;10,13;92,1;0,0;21,0;50,0;28,0;32,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;4,0;2,0;1,0;0,0;0,0;0,0;0,0;106,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;99.9%;100.0%;95.8%;37,0;;1,4;3,1;4,7;2,3;0,0;10,0;7,0;0,0;7,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;962,0;401,0;880,0;0,0;49,0;64,0;23,0;59,0;;3,3;4,0;3,8;4,2;0,0;1,0;3,0;2,0;2,0;0,0;70,0;114,0;51,0;91,0;;4,7;7,1;8,5;6,5;25,1;32    ;28,2;Kenny Vaccaro;L.J. McCray;Quincy Mauger;Isaiah N. Johnson;Rahim Moore;Boston College;3.27;2017;9 7/8;72;Los Angeles Rams
159;Johnathan Abram;S;205 lbs;;;;116,0;;4,45;;;104,6;;;;4,0;19,0;;;;0,0;0,0;;;;0,0;1,0;;;;0,0;2,0;;;0,0;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;86.0%;100.0%;;;;;4,0;1,7;;;;1,0;3,0;;;;0,0;2,0;;;;57,0;713,0;;;;1,0;51,0;;;;1,0;4,6;;;;0,0;2,0;;;;5,0;70,0;;;;5,0;6,4;24,3;31 3/8;28,6;Dymonte Thomas;Earl Thomas;Matthias Farley;Marqueston Huff;Raven Greene;Mississippi State;1.27;2019;9 5/8;71;Las Vegas Raiders
160;Johnathan Alston;S;205 lbs;4,23;7,03;95,9;115,0;106,0;4,62;11,26;9,78;;;;;;;;;;;;;;;;;;;0,0;0,0;;;;;;94,3;;;;;;;;;;;;;;;;28,5;;;;;;;;;;;;;;;;;;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;26,4;32 1/2;27,0;Teez Tabor;Perrish Cox;Maurice Fleming;Michael Tyson;LaDarius Gunter;NC State;Undrafted;2018;9    ;73;
161;Johnathan Cyprien;S;217 lbs;4,44;7,01;102,1;119,0;125,0;4,56;11,45;10,06;100,4;35,0;20,0;;2,0;0,0;1,0;0,0;;0,0;1,0;1,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;0,0;0,0;110,0;2,0;8,0;;0,0;0,0;2,0;1,0;;0,0;0,0;100.0%;;;25.5%;0.0%;38,5;2,2;2,0;;1,0;0,0;6,0;1,0;;0,0;0,0;4,0;1,0;;0,0;0,0;1070,0;0,0;;141,0;49,0;92,0;37,0;;1,0;0,0;5,8;3,7;;0,5;0,0;4,0;1,0;;0,0;0,0;127,0;57,0;;3,0;0,0;7,9;5,7;;1,5;0,0;30,5;31 3/4;28,6;Adrian Amos;Vinnie Sunseri;Kavon Frazier;J.J. Wilcox;Jaquiski Tartt;Florida International;2.01;2013;10 1/4;73;San Francisco 49ers
162;Jonathan Crawford;S;205 lbs;4,4;7,15;93,4;115,0;111,1;4,78;11,55;9,7;78,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,5;31 1/2;27,0;Isaiah Johnson;Maurice Smith;Kendrick Lewis;Damarius Travis;Bradley McDougald;Indiana;Undrafted;2019;9 1/4;73;
163;Jonathan Dowling;S;190 lbs;4,24;7,04;89,4;116,0;115,0;4,52;11,28;10,09;91,0;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;93,8;0,0;;;;;0,0;0,0;;;;;;;;;33,5;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,2;33 1/8;23,7;Anthony Harris;Reggie Nelson;Chris Conte;Mykkele Thompson;Kendrick Lewis;Western Kentucky;7.32;2014;9 1/4;75;
164;Jordan Dangerfield;S;206 lbs;4,21;6,74;105,1;125,0;133,1;4,63;10,95;10,12;89,7;7,0;0,0;1,0;1,0;;0,0;0,0;0,0;1,0;;0,0;0,0;1,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;;111,7;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;;56.2%;;17.8%;2.4%;;41,5;2,3;;0,2;0,5;;0,0;;0,0;0,0;;0,0;0,0;0,0;0,0;;114,0;0,0;354,0;126,0;;3,0;0,0;4,0;0,0;;1,0;;0,7;0,0;;0,0;0,0;0,0;0,0;;10,0;0,0;5,0;1,0;;3,3;;0,8;0,5;;30,1;29 7/8;29,6;Justin Evans;Jermaine Whitehead;Quincy Mauger;D.J. Swearinger;Kai Nacua;Towson;Undrafted;2013;8 7/8;70;Pittsburgh Steelers
165;Jordan Fuller;S;203 lbs;4,27;;;122,0;121,4;4,67;;;85,4;;;;;16,0;;;;;0,0;;;;;0,0;;;;;3,0;;;;0,0;;;;;;0,0;;;;;0,0;;;;;89.8%;35,5;;;;;1,8;;;;;2,0;;;;;0,0;;;;;577,0;;;;;32,0;;;;;3,6;;;;;0,0;;;;;48,0;;;;;5,3;22,9;31    ;26,1;Kameron Kelly;Deon Bush;Xavier McKinney;Isaiah N. Johnson;Quincy Mauger;Ohio State;6.20;2020;9    ;74;Los Angeles Rams
166;Jordan Lucas;S;201 lbs;4,19;6,7;;130,0;130,5;4,5;10,89;10,12;98,0;0,0;0,0;9,0;2,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;1,0;0,0;;0,0;0,0;0,0;;;0,0;0,0;9,0;0,0;;0,0;0,0;1,0;0,0;;;;46.0%;4.8%;;38,5;;0,0;1,1;0,5;;0,0;0,0;1,0;1,0;;0,0;0,0;0,0;0,0;;0,0;0,0;570,0;272,0;;0,0;2,0;19,0;0,0;;;1,0;2,4;0,0;;0,0;0,0;0,0;0,0;;0,0;2,0;28,0;2,0;;;1,0;3,5;0,5;;27,5;30 1/8;28,0;Bacarri Rambo;Kurt Coleman;K.J. Dillon;Jimmie Ward;Malik Golden;Penn State;6.29;2016;10    ;71;Chicago Bears
167;Jordan Moore;S;225 lbs;4,57;7,59;97,3;121,0;118,3;4,67;12,16;9,74;94,6;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;99,8;0,0;;;;;0,0;0,0;;;;;;;;;34,0;;;;;;2,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;27,1;31 5/8;28,1;Kam Chancellor;Ronald Martin;Bradley McDougald;Chanceller James;Landon Collins;UTSA;Undrafted;2017;9 7/8;75;
168;Jordan Poyer;S;191 lbs;4,18;6,87;92,8;118,0;110,9;4,54;11,05;9,88;89,9;9,0;40,0;40,0;52,0;42,0;0,0;0,0;1,0;4,0;2,0;0,0;1,0;1,0;3,0;0,0;0,0;5,0;4,0;2,0;2,0;0,0;0,0;0,0;0,0;91,6;0,0;18,0;15,0;5,0;14,0;0,0;2,0;2,0;1,0;2,0;88.7%;;100.0%;100.0%;96.5%;30,5;1,5;2,7;2,5;3,3;3,0;0,0;8,0;2,0;1,0;3,0;0,0;2,0;3,0;2,0;0,0;354,0;0,0;973,0;991,0;903,0;27,0;55,0;58,0;54,0;71,0;4,5;3,7;3,6;3,4;5,1;0,0;2,0;3,0;3,0;4,0;36,0;95,0;98,0;106,0;113,0;6,0;6,3;6,1;6,6;8,1;29,8;31 3/4;25,9;Andrew Adams;Dymonte Thomas;DeAndre Houston-Carson;Don Carey;Charlie Miller;Oregon State;7.12;2013;9 3/4;72;Buffalo Bills
169;Jordan Richards;S;211 lbs;4,22;6,74;99,1;111,0;109,9;4,65;10,96;9,9;90,3;0,0;4,0;13,0;;;0,0;1,0;0,0;;;1,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;;;97,2;0,0;0,0;0,0;;;0,0;0,0;0,0;;;1.4%;;50.1%;;;32,0;0,0;0,4;1,2;;;0,0;1,0;3,0;;;0,0;0,0;0,0;;;1,0;0,0;692,0;;;0,0;17,0;23,0;;;0,0;1,5;2,1;;;0,0;0,0;0,0;;;0,0;21,0;36,0;;;0,0;1,9;3,3;;;28,0;32 1/2;29,4;Daimion Stafford;Jarrod Harper;Jadar Johnson;Dean Marlowe;Ibraheim Campbell;Stanford;2.32;2015;9 3/8;71;Baltimore Ravens
170;Jordan Simone;S;190 lbs;;;;;;4,63;;;82,7;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;;0,0;;;;;0,0;0,0;;;;;;;;;;;;;;;0,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;28,5;30    ;26,5;Deon Bush;Rolan Milligan;Jimmie Ward;Demetrious Cox;Marqui Christian;Arizona State;Undrafted;2016;8 3/4;71;
171;Jordan Sterns;S;196 lbs;4,32;7,12;96,8;121,0;121,7;4,72;11,44;9,84;79,0;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;96,9;0,0;;;;;0,0;0,0;;;;;;;;;36,0;;;;;;5,0;;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;26,7;31 3/8;27,3;Kurt Coleman;Jimmie Ward;Malik Golden;Mykkele Thompson;Marqui Christian;Oklahoma State;Undrafted;2017;8 7/8;71;
172;Jordan Whitehead;S;218 lbs;4,31;7,16;99,6;123,0;119,3;4,64;11,47;9,91;94,1;;;25,0;20,0;23,0;;;0,0;0,0;1,0;;;0,0;1,0;0,0;;;0,0;1,0;2,0;;0,0;24,0;45,0;110,8;;;0,0;0,0;19,0;;;0,0;0,0;2,0;;;74.7%;100.0%;84.0%;34,0;;;1,8;1,4;1,6;;;4,0;8,0;1,0;;;3,0;4,0;3,0;;;882,0;929,0;905,0;;;51,0;50,0;42,0;;;3,6;3,6;3,0;;;3,0;4,0;5,0;;;76,0;70,0;65,0;;;5,4;5,0;4,6;23,9;31 5/8;28,0;Ha Ha Clinton-Dix;Jamal Carter;Ronald Martin;Jarrod Wilson;Jayron Kearse;Pittsburgh;4.17;2018;10 1/8;74;Tampa Bay Buccaneers
173;Josh Jones;S;220 lbs;4,4;7,05;105,8;132,0;129,8;4,41;11,45;10,09;116,3;0,0;17,0;19,0;0,0;28,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;120,5;0,0;14,0;8,0;0,0;0,0;0,0;2,0;1,0;0,0;0,0;;;78.0%;2.5%;82.1%;37,5;;1,1;1,9;0,0;2,5;0,0;4,0;2,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;642,0;121,0;738,0;0,0;50,0;32,0;1,0;49,0;;3,1;3,2;0,5;4,5;0,0;1,0;1,0;0,0;0,0;0,0;67,0;51,0;1,0;77,0;;4,2;5,1;0,5;7,0;26,4;32    ;29,0;LaRon Landry;Jabrill Peppers;Montae Nicholson;Shawn Williams;Rayshawn Jenkins;N.C. State;2.29;2017;9 3/8;73;Jacksonville Jaguars
174;Josh Metellus;S;209 lbs;4,4;6,94;103,6;124,0;124,1;4,55;11,34;9,97;97,5;;;;;0,0;;;;;0,0;;;;;2,0;;;;;0,0;;;;0,0;111,4;;;;;0,0;;;;;0,0;;;;;0.9%;36,5;;;;;0,0;;;;;0,0;;;;;0,0;;;;;115,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;23,0;32 1/4;29,1;Malik Golden;Andrew Wingard;Johnathan Cyprien;J.J. Wilcox;Marcell Harris;Michigan;6.26;2020;10 1/4;71;Minnesota Vikings
175;Joshua Kalu;S;203 lbs;4,25;6,74;103,3;134,0;137,6;4,58;10,99;10,3;92,3;;;;0,0;1,0;;;;0,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;0,0;0,0;114,7;;;;0,0;0,0;;;;0,0;0,0;;;;17.5%;13.2%;41,5;;;;0,0;0,2;;;;1,0;0,0;;;;0,0;0,0;;;;223,0;394,0;;;;4,0;7,0;;;;1,3;1,2;;;;0,0;0,0;;;;4,0;8,0;;;;1,3;1,3;25,4;32 3/4;27,5;Marcus Williams;A.J. Hendy;Jordan Dangerfield;Eric Reid;Kai Nacua;Nebraska;Undrafted;2018;10    ;72;Tennessee Titans
176;Juan Thornhill;S;205 lbs;4,2;6,86;107,9;141,0;145,3;4,42;11,06;10,38;107,4;;;;19,0;7,0;;;;0,0;0,0;;;;0,0;0,0;;;;3,0;1,0;;;9,0;34,0;133,5;;;;0,0;0,0;;;;0,0;0,0;;;;96.2%;72.6%;44,0;;;;1,2;0,5;;;;2,0;2,0;;;;0,0;0,0;;;;1052,0;894,0;;;;38,0;29,0;;;;2,4;2,1;;;;0,0;0,0;;;;57,0;36,0;;;;3,6;2,6;25,3;31 1/8;27,8;Eric Berry;Gerald Sensabaugh;Chris Prosinski;Donte Whitner;Will Blackmon;Virginia;2.31;2019;8 3/4;72;Kansas City Chiefs
177;Julian Love;S;195 lbs;4,1;6,72;99,4;121,0;121,7;4,54;10,82;10,11;91,8;;;;12,0;15,0;;;;1,0;0,0;;;;0,0;0,0;;;;1,0;1,0;;;0,0;0,0;109,4;;;;0,0;0,0;;;;0,0;0,0;;;;97.1%;70.4%;36,0;;;;2,0;1,4;;;;2,0;1,0;;;;4,0;1,0;;;;421,0;716,0;;;;22,0;36,0;;;;3,7;3,3;;;;4,0;1,0;;;;34,0;51,0;;;;5,7;4,6;22,9;31 3/4;27,2;Kurt Coleman;Marcus Gilchrist;Malcolm Jenkins;Anthony Levine;Micah Hyde;Notre Dame;4.06;2019;9    ;71;New York Giants
178;Justin Currie;S;215 lbs;4,15;6,88;100,0;120,0;123,8;4,68;11,03;10,16;89,6;0,0;2,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;;;;114,8;0,0;7,0;;;;0,0;1,0;;;;;;;;;37,5;;1,0;;;;4,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;3,0;;;;;1,5;;;;0,0;0,0;;;;0,0;5,0;;;;;2,5;;;;27,4;31 5/8;27,6;Quincy Mauger;Duke Ihenacho;Kenny Ladler;Barry Church;Miles Killebrew;Western Michigan;Undrafted;2015;9    ;74;
179;Justin Evans;S;199 lbs;;;;129,0;135,1;4,65;;;85,1;0,0;20,0;22,0;;;0,0;0,0;0,0;;;0,0;0,0;1,0;;;0,0;3,0;1,0;;;0,0;0,0;;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;;;96.8%;;;41,5;;1,5;2,2;;;0,0;3,0;1,0;;;0,0;1,0;2,0;;;0,0;0,0;625,0;;;0,0;44,0;37,0;;;;3,4;3,7;;;0,0;2,0;2,0;;;0,0;64,0;59,0;;;;4,9;5,9;;;25,4;32    ;27,0;Kurtis Drummond;A.J. Hendy;Jordan Dangerfield;Orion Stewart;Clayton Fejedelem;Texas A&M;2.18;2017;9 3/4;72;Tampa Bay Buccaneers
