;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;40-Yard Dash;Agility Score;Athleticism Score;Bench Press;Broad Jump;Burst Score;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Playmaking Radius;Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Speed Score;Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2014);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
348;T.Y. McGill;DL;299 lbs;4,81;7,0;5,01;11,81;105,9;25,0;107,0;102,8;;2,0;0,0;3,0;1,0;3,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,99;1,0;0,0;1,0;0,0;2,0;101,0;20,0;0,0;0,0;0,0;5,0;94,9;29,0;0,3;0,0;1,0;1,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,5;;37.5%;32.9%;34.1%;14.8%;22.8%;142,0;26,0;167,0;61,0;202,0;4,0;1,0;2,0;0,0;1,0;0,7;1,0;0,7;0,0;0,3;1,0;0,0;1,0;0,0;2,0;6,0;1,0;5,0;1,0;4,0;1,0;1,0;1,7;1,0;1,3;28,2;33 3/4;40,5;Sheldon Day;Trevon Coley;Louis Trinca-Pasat;Kerry Hyder;Christian Covington;NC State;Undrafted;2015;9 1/4;72;
349;Taniela Tupou;DL;284 lbs;4,53;7,3;5,09;11,83;101,1;25,0;111,0;104,0;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,92;0,0;0,0;;;;102,8;0,0;0,0;;;;84,6;28,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;28,1;31 1/4;37,5;Sheldon Day;Christian Covington;Louis Trinca-Pasat;Kerry Hyder;Bobby Richardson;Washington;Undrafted;2016;9 7/8;73;
350;Tanzel Smart;DL;296 lbs;4,57;7,53;5,24;12,1;98,7;22,0;105,0;98,4;76,4;0,0;6,0;;5,0;1,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;9,8;0,0;0,0;;0,0;0,0;93,7;0,0;0,0;;0,0;0,0;78,5;27,0;;0,7;;0,8;1,0;;0,0;7,0;0,0;0,0;;0,0;0,0;;;41.7%;;22.6%;10.5%;0,0;231,0;;402,0;76,0;0,0;9,0;;2,0;1,0;;1,0;;0,3;1,0;0,0;0,0;;0,0;0,0;0,0;15,0;;7,0;2,0;;1,7;;1,2;2,0;26,2;32 7/8;39,0;Olsen Pierre;Kaleb Eulls;Ryan Glasgow;Kawann Short;Tom Johnson;Tulane;6.05;2017;9 5/8;73;New York Jets
351;Taven Bryan;DL;291 lbs;4,48;7,12;4,98;11,6;103,4;30,0;119,0;119,0;;;;7,0;13,0;9,0;;;0,0;1,0;0,0;;;0,0;1,0;0,0;;;0,0;0,0;0,0;10,5;;;2,0;4,0;3,0;125,6;;;4,0;16,0;2,0;94,6;35,0;;;0,6;1,0;0,8;0,0;0,0;0,0;;;1,0;2,0;0,5;;;;33.1%;53.2%;47.0%;;;755,0;822,0;721,0;;;13,0;17,0;7,0;;;1,1;1,3;0,6;;;2,0;4,0;3,0;;;20,0;30,0;16,0;;;1,7;2,3;1,5;24,9;32 3/4;34,5;Derek Wolfe;David Onyemata;Kendall Reyes;Joel Heath;David Irving;Florida;1.29;2018;9 3/4;77;Jacksonville Jaguars
352;Taylor Stallworth;DL;312 lbs;4,75;7,95;5,28;12,7;95,0;18,0;101,0;90,5;;;;2,0;4,0;8,0;;;0,0;1,0;0,0;;;0,0;0,0;0,0;;;1,0;0,0;1,0;9,49;;;1,0;1,0;1,0;80,1;;;0,0;0,0;5,0;80,3;23,5;;;0,4;1,0;0,8;0,0;0,0;14,0;;;1,0;0,0;0,5;;;;39.8%;39.1%;25.5%;;;322,0;238,0;616,0;;;6,0;4,0;5,0;;;1,2;1,0;0,5;;;1,0;1,0;1,0;;;8,0;8,0;13,0;;;1,6;2,0;1,3;25,5;32 1/2;40,1;Anthony Johnson;Austin Johnson;Brandon Mebane;Richard Ash;DaQuan Jones;South Carolina;Undrafted;2018;10 1/4;74;Indianapolis Colts
353;Tenny Palepoi;DL;298 lbs;4,53;7,67;5,1;12,2;105,0;31,0;111,0;107,4;;7,0;7,0;;;;0,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;9,88;2,0;5,0;;;;119,8;0,0;7,0;;;;88,1;30,5;1,0;0,5;;;;;;;0,0;1,0;;;;;43.0%;28.2%;;;;191,0;231,0;;;;6,0;17,0;;;;0,9;1,3;;;;2,0;5,0;;;;13,0;24,0;;;;1,9;1,8;;;;30,1;30 1/2;39,3;Pasoni Tasini;Darius Philon;Willie Henry;Patrick Ricard;Corey Peters;Utah;Undrafted;2014;9 7/8;73;
354;Terrell McClain;DL;297 lbs;4,56;7,48;4,98;12,04;102,8;29,0;104,0;99,6;;21,0;6,0;8,0;4,0;;0,0;0,0;0,0;0,0;;2,0;0,0;0,0;0,0;;0,0;1,0;0,0;0,0;;9,99;3,0;0,0;0,0;0,0;;114,3;17,0;18,0;6,0;0,0;;96,6;28,0;1,6;0,9;0,9;1,0;;0,0;0,0;;2,5;2,0;1,0;0,0;;;53.3%;47.1%;45.1%;19.7%;;426,0;218,0;557,0;274,0;;18,0;13,0;8,0;2,0;;1,4;1,9;0,9;0,5;;3,0;0,0;0,0;0,0;;39,0;19,0;16,0;6,0;;3,0;2,7;1,8;1,5;;32,5;32 3/4;38,1;Corey Liuget;Lawrence Guy;Ryan Glasgow;Sheldon Day;Caraun Reid;South Florida;3.01;2011;10 1/8;74;
355;Terry Beckner;DL;296 lbs;4,82;7,97;5,19;12,79;93,6;28,0;98,0;90,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,1;32 1/4;36,0;Ricky Jean-Francois;Nazair Jones;Brandon Dunn;Adolphus Washington;R.J. Mcintosh;Missouri;7.01;2019;8 5/8;76;
356;Tim Settle;DL;329 lbs;4,83;7,95;5,37;12,78;;;96,0;88,0;;;;1,0;6,0;5,0;;;0,0;0,0;0,0;;;0,0;1,0;0,0;;;0,0;0,0;0,0;9,49;;;1,0;1,0;0,0;;;;0,0;13,0;26,0;79,1;23,5;;;0,2;0,6;0,5;0,0;0,0;0,0;;;0,0;2,0;5,0;;;;20.1%;34.6%;35.7%;;;318,0;693,0;676,0;;;5,0;9,0;13,0;;;1,0;0,9;1,2;;;1,0;1,0;0,0;;;6,0;15,0;18,0;;;1,2;1,5;1,6;23,6;33    ;41,1;Justin Ellis;Stevie Tu'ikolovatu;Ryan Carrethers;Xavier Williams;L.J. Walton;Virginia Tech;5.26;2018;9 1/8;75;Washington
357;Timmy Jernigan;DL;299 lbs;4,83;7,65;5,06;12,48;100,9;27,0;101,0;100,7;90,0;15,0;15,0;0,0;3,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;9,82;3,0;9,0;1,0;1,0;0,0;104,3;36,0;20,0;0,0;20,0;0,0;91,2;29,5;1,2;1,1;0,0;0,5;2,0;0,0;0,0;0,0;5,0;2,5;0,0;2,0;0,0;;64.9%;55.8%;29.8%;46.3%;25.4%;515,0;475,0;121,0;361,0;59,0;16,0;14,0;2,0;7,0;0,0;1,2;1,0;1,0;1,2;0,0;4,0;10,0;1,0;1,0;0,0;31,0;29,0;2,0;10,0;2,0;2,4;2,1;1,0;1,7;2,0;28,4;31 5/8;38,4;Vincent Taylor;DeShawn Williams;Stacy McGee;Mike Bennett;Chunky Clements;Florida State;2.16;2014;9 5/8;74;Jacksonville Jaguars
358;Toby Johnson;DL;305 lbs;4,65;7,87;5,33;12,52;94,8;25,0;104,0;97,1;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,73;0,0;0,0;;;;96,7;0,0;0,0;;;;75,6;26,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;29,4;32 3/8;37,1;Lavon Hooks;Woodrow Hamilton;Eddy Wilson;Cedric Thornton;Darius Latham;Georgia;Undrafted;2015;9    ;76;
359;Tom Johnson;DL;294 lbs;;;5,23;;;;;;;6,0;15,0;10,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;2,0;;;;2,0;3,0;3,0;;;;11,0;8,0;32,0;;;78,6;;0,5;0,9;0,8;;;0,0;;;2,0;2,0;4,5;;;;54.3%;70.4%;44.2%;;;373,0;674,0;755,0;;;13,0;16,0;16,0;;;1,2;1,0;1,3;;;3,0;3,0;4,0;;;19,0;31,0;26,0;;;1,7;1,9;2,2;;;36,4;;36,7;Shakir Soto;Ricky Jean-Francois;Devaroe Lawrence;Letroy Guion;Vance Walker;S. Mississippi;Undrafted;2006;;75;
360;Tony McDaniel;DL;305 lbs;;;5,1;;;;;;;27,0;1,0;;;;0,0;0,0;;;;0,0;1,0;;;;1,0;0,0;;;;;4,0;1,0;;;;;0,0;0,0;;;;90,2;;1,8;0,3;;;;;;;0,0;0,0;;;;;48.3%;27.0%;;;;467,0;79,0;;;;16,0;7,0;;;;1,1;1,8;;;;4,0;1,0;;;;43,0;8,0;;;;2,9;2,0;;;;36,0;33 1/2;34,4;Leger Douzable;Deandre Coleman;Shamar Stephen;Stephon Tuitt;Leonard Williams;Tennessee;Undrafted;2006;9 7/8;79;
361;Trenton Thompson;DL;288 lbs;4,56;7,68;5,06;12,24;;;111,0;110,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,5;34    ;36,0;Sheldon Richardson;Tenny Palepoi;Josh Banks;Isaac Rochell;Shelby Harris;Georgia;Undrafted;2018;10 5/8;75;
362;Trevon Coley;DL;307 lbs;4,57;7,02;5,03;11,59;105,3;22,0;105,0;102,7;;0,0;20,0;23,0;4,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;10,03;0,0;8,0;6,0;0,0;1,0;102,3;0,0;13,0;4,0;0,0;2,0;95,9;29,5;;1,3;1,5;1,0;1,0;0,0;0,0;0,0;0,0;2,0;0,5;0,0;1,0;;;68.8%;55.8%;21.9%;45.1%;0,0;654,0;1052,0;260,0;426,0;0,0;21,0;17,0;2,0;8,0;;1,4;1,1;0,5;1,3;0,0;9,0;6,0;0,0;2,0;0,0;41,0;40,0;6,0;14,0;;2,7;2,7;1,5;2,3;26,6;31    ;40,5;Jaye Howard;Jamie Meder;Marcus Hardison;Grady Jarrett;Maliek Collins;Florida Atlantic;Undrafted;2016;95    ;73;Arizona Cardinals
363;Treyvon Hester;DL;300 lbs;;;5,14;;;;;;;0,0;13,0;6,0;7,0;;0,0;0,0;0,0;0,0;;0,0;1,0;0,0;0,0;;0,0;0,0;0,0;1,0;;;0,0;1,0;1,0;0,0;;;0,0;0,0;8,0;8,0;;86,0;;;1,3;0,8;1,4;;0,0;0,0;;0,0;0,0;1,0;1,0;;;;40.5%;32.4%;20.8%;;0,0;249,0;546,0;351,0;;0,0;5,0;7,0;2,0;;;0,5;0,9;0,4;;0,0;1,0;1,0;0,0;;0,0;18,0;13,0;9,0;;;1,8;1,6;1,8;;28,4;32    ;38,5;DaJohn Harris;Devaroe Lawrence;Shakir Soto;Ricky Jean-Francois;Kapron Lewis-Moore;Toledo;7.26;2017;9 3/4;74;Green Bay Packers
364;Trysten Hill;DL;308 lbs;4,38;7,7;5,04;12,08;106,3;28,0;115,0;117,0;;;;;1,0;7,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;10,32;;;;0,0;1,0;125,7;;;;0,0;0,0;95,5;35,0;;;;0,3;1,4;;0,0;0,0;;;;0,0;0,0;;;;;25.5%;59.8%;;;;192,0;353,0;;;;4,0;4,0;;;;1,3;0,8;;;;1,0;1,0;;;;5,0;11,0;;;;1,7;2,2;22,9;33 3/8;38,5;Sheldon Rankins;Al Woods;David Onyemata;Rakeem Nunez-Roches;Kendall Reyes;UCF;2.26;2019;10 1/4;75;Dallas Cowboys
365;Tyeler Davison;DL;316 lbs;4,46;7,53;5,18;11,99;106,9;32,0;105,0;108,6;;16,0;12,0;20,0;31,0;19,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;10,19;2,0;4,0;2,0;2,0;3,0;128,3;0,0;1,0;10,0;2,0;12,0;87,8;33,0;1,5;0,9;1,5;1,9;1,6;0,0;0,0;0,0;0,0;0,5;2,0;1,0;0,5;;49.1%;57.6%;48.7%;57.4%;44.2%;351,0;514,0;798,0;989,0;799,0;7,0;19,0;7,0;27,0;13,0;0,6;1,4;0,5;1,7;1,1;2,0;4,0;2,0;3,0;3,0;23,0;31,0;27,0;58,0;32,0;2,1;2,2;2,1;3,6;2,7;28,4;34    ;40,6;Maliek Collins;Pasoni Tasini;Angelo Blackson;Elijah Qualls;Jamie Meder;Fresno State;5.18;2015;10 3/4;74;Atlanta Falcons
366;Tyler Lancaster;DL;313 lbs;4,6;7,46;5,06;12,06;104,7;32,0;113,0;102,4;;;;;16,0;14,0;;;;0,0;1,0;;;;1,0;0,0;;;;1,0;0,0;9,95;;;;1,0;0,0;119,3;;;;10,0;0,0;95,5;27,0;;;;1,3;1,6;;0,0;0,0;;;;1,5;0,0;;;;;37.7%;37.6%;;;;774,0;548,0;;;;13,0;6,0;;;;1,1;0,7;;;;1,0;0,0;;;;29,0;20,0;;;;2,4;2,2;26,2;32 7/8;39,1;Jerel Worthy;Angelo Blackson;Eddie Vanderdoes;Lawrence Guy;Maliek Collins;Northwestern;Undrafted;2018;10 3/4;75;Green Bay Packers
367;Tyquan Lewis;DL;269 lbs;4,34;7,2;4,74;11,54;103,6;24,0;122,0;121,4;;;;6,0;3,0;7,0;;;1,0;0,0;2,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;10,58;;;1,0;0,0;5,0;121,4;;;16,0;0,0;25,0;106,6;35,5;;;1,2;0,6;0,9;0,0;0,0;0,0;;;2,0;0,0;4,0;;;;73.0%;49.3%;44.8%;;;326,0;335,0;500,0;;;7,0;2,0;16,0;;;1,4;0,4;2,0;;;1,0;1,0;5,0;;;13,0;5,0;23,0;;;2,6;1,0;2,9;26,0;33    ;33,6;Johnathan Calvin;Ryan Russell;Terrence Fede;Denico Autry;Wes Horton;Ohio State;2.32;2018;10 3/8;75;Indianapolis Colts
368;Tyrunn Walker;DL;294 lbs;4,83;7,37;4,96;12,2;99,2;20,0;112,0;103,6;;10,0;9,0;;;;0,0;0,0;;;;0,0;1,0;;;;1,0;1,0;;;;9,97;4,0;3,0;;;;90,6;0,0;7,0;;;;97,2;28,0;0,7;0,6;;;;;;;0,0;1,0;;;;;39.2%;31.8%;;;;334,0;283,0;;;;14,0;13,0;;;;1,0;0,9;;;;4,0;3,0;;;;24,0;22,0;;;;1,7;1,6;;;;30,9;;36,7;Sharrif Floyd;Leonard Williams;Stephen paea;Dominique Easley;Stephon Tuitt;Tulsa;Undrafted;2012;;75;
369;Vance Walker;DL;304 lbs;;;5,32;;;29,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;;0,0;0,0;;;;75,9;33,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;33,8;35    ;39,0;Letroy Guion;Tom Johnson;David Parry;Ricky Jean-Francois;Devaroe Lawrence;Georgia Tech;7.01;2009;11 1/8;74;
370;Vernon Butler;DL;323 lbs;4,76;7,82;5,33;12,58;100,2;26,0;104,0;102,2;;8,0;5,0;14,0;11,0;12,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;2,0;1,0;1,0;0,0;1,0;0,0;0,0;9,89;1,0;1,0;2,0;4,0;5,0;102,7;13,0;0,0;8,0;40,0;0,0;80,0;29,5;0,8;0,5;1,2;0,8;1,3;0,0;0,0;0,0;1,5;0,0;0,5;6,0;0,0;;34.9%;34.8%;38.8%;51.1%;39.7%;220,0;216,0;735,0;844,0;592,0;5,0;8,0;5,0;21,0;6,0;0,5;0,8;0,4;1,6;0,7;1,0;1,0;2,0;5,0;5,0;13,0;13,0;19,0;32,0;18,0;1,3;1,3;1,6;2,5;2,0;26,6;35 1/8;40,4;D.J. Reader;Brandon Thompson;Jordan Phillips;Dan Williams;Cam Thomas;Louisiana Tech;1.30;2016;10 3/4;75;Buffalo Bills
371;Vincent Taylor;DL;304 lbs;4,72;7,58;5,07;12,3;100,8;26,0;108,0;102,5;92,0;0,0;11,0;13,0;4,0;3,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;9,99;0,0;1,0;1,0;0,0;1,0;103,8;0,0;0,0;11,0;0,0;0,0;92,0;28,5;;1,1;1,6;1,3;0,4;0,0;4,0;26,0;0,0;0,0;2,0;0,0;0,0;;;28.9%;39.6%;28.1%;25.2%;0,0;181,0;515,0;171,0;504,0;0,0;7,0;14,0;2,0;6,0;;0,7;1,8;0,7;0,8;0,0;1,0;2,0;0,0;2,0;0,0;18,0;27,0;6,0;9,0;;1,8;3,4;2,0;1,1;27,1;34 3/8;38,0;DeShawn Williams;Pat Sims;Leger Douzable;Chunky Clements;Daniel Ross;Oklahoma State;6.10;2017;10 1/8;75;
372;Vincent Valentine;DL;329 lbs;4,59;8,03;5,19;12,62;100,5;17,0;110,0;104,3;;8,0;0,0;1,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;9,85;1,0;0,0;0,0;;;92,6;3,0;0,0;0,0;;;90,7;29,0;0,7;;1,0;;;0,0;;;1,0;0,0;0,0;;;;34.2%;;23.0%;;;232,0;0,0;61,0;;;11,0;0,0;0,0;;;1,0;;0,0;;;1,0;0,0;0,0;;;19,0;0,0;1,0;;;1,7;;1,0;;;26,9;33 1/8;41,1;Jordan Phillips;B.J. Raji;Deon Simon;Dan Williams;Vernon Butler;Nebraska;3.33;2016;9 5/8;75;
373;Vita Vea;DL;347 lbs;;;5,1;;;41,0;;;;;;10,0;16,0;4,0;;;0,0;3,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;;2,0;3,0;2,0;;;;16,0;23,0;19,0;102,6;;;;1,0;1,2;0,8;0,0;26,0;48,0;;;3,0;2,5;2,0;;;;66.8%;71.8%;73.1%;;;632,0;893,0;305,0;;;19,0;19,0;6,0;;;1,9;1,5;1,2;;;2,0;3,0;3,0;;;29,0;35,0;10,0;;;2,9;2,7;2,0;26,0;32 5/8;42,2;Dontari Poe;Paul Soliai;B.J. Raji;A.J. Francis;Haloti Ngata;Washington;1.12;2018;10    ;76;Tampa Bay Buccaneers
374;Will Pericak;DL;300 lbs;4,51;7,54;5,12;12,05;103,4;24,0;110,0;103,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,1;32 5/8;37,5;Wesley Johnson;Charles Leno;J.C. Tretter;Eric Wood;Tyler Johnstone;Colorado;Undrafted;2013;9 3/4;75;
375;Will Sutton;DL;303 lbs;4,82;7,93;5,36;12,75;97,4;24,0;99,0;98,0;;8,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,55;1,0;0,0;;;;92,8;0,0;0,0;;;;73,4;28,5;1,6;;;;;;;;0,0;0,0;;;;;34.0%;;;;;108,0;0,0;;;;6,0;0,0;;;;1,2;;;;;1,0;0,0;;;;14,0;0,0;;;;2,8;;;;;29,3;31 1/4;40,0;Rickey Hatley;Davon Godchaux;Paul Boyette;Lavon Hooks;Adolphus Washington;Arizona State;3.18;2014;10    ;73;
376;Willie Henry;DL;303 lbs;4,53;7,57;5,0;12,1;104,9;28,0;110,0;106,9;;0,0;11,0;2,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;2,0;0,0;;;10,09;0,0;2,0;0,0;;;116,3;0,0;26,0;11,0;;;97,0;30,5;;1,1;1,0;;;0,0;;;0,0;3,5;1,0;;;;;71.0%;40.4%;;;0,0;449,0;146,0;;;0,0;22,0;1,0;;;;2,2;0,5;;;0,0;3,0;0,0;;;0,0;33,0;3,0;;;;3,3;1,5;;;26,9;33 3/8;38,9;Maliek Collins;Eddie Vanderdoes;Tenny Palepoi;Darius Philon;Sharrif Floyd;Michigan;4.34;2016;10 7/8;74;
377;Winston Craig;DL;288 lbs;4,67;7,81;5,07;12,48;96,4;25,0;101,0;98,1;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,82;0,0;0,0;;;;99,8;0,0;0,0;;;;87,2;28,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;25,5;31 1/2;36,0;DaVonte Lambert;Corey Liuget;Mike Bennett;Ed Stinson;Quinton Jefferson;Richmond;Undrafted;2017;9 1/2;75;
378;Woodrow Hamilton;DL;315 lbs;4,88;7,9;5,33;12,78;98,3;29,0;106,0;98,1;;2,0;0,0;;;1,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;1,0;9,58;0,0;0,0;;;0,0;102,0;0,0;0,0;;;0,0;78,1;26,5;1,0;;;;0,3;;;0,0;0,0;0,0;;;0,0;;33.6%;;;;18.2%;42,0;0,0;;;192,0;2,0;0,0;;;2,0;1,0;;;;0,7;0,0;0,0;;;0,0;4,0;0,0;;;3,0;2,0;;;;1,0;28,1;32 1/4;39,4;Kyle Love;L.J. Walton;Brian Price;Davon Godchaux;Rickey Hatley;Mississippi;Undrafted;2016;9 7/8;75;Carolina Panthers
379;Xavier Cooper;DL;293 lbs;4,37;7,23;4,86;11,6;104,2;29,0;110,0;104,3;;10,0;10,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,2;1,0;2,0;;;;123,3;0,0;12,0;;;;105,0;29,0;1,1;1,3;;;;;;;0,0;1,5;;;;;49.7%;44.6%;;;;291,0;249,0;;;;10,0;7,0;;;;1,1;0,9;;;;1,0;2,0;;;;20,0;17,0;;;;2,2;2,1;;;;29,2;31 1/2;36,6;Louis Trinca-Pasat;Chris Wormley;Nick Fairley;Kerry Hyder;Jaye Howard;Washington State;3.32;2015;9 3/8;75;
380;Xavier Williams;DL;325 lbs;5,01;8,03;5,37;13,04;99,6;30,0;103,0;94,9;;2,0;7,0;23,0;1,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;9,43;1,0;1,0;0,0;0,0;1,0;101,6;0,0;10,0;21,0;0,0;0,0;78,2;25,5;0,5;0,8;1,5;0,3;1,2;0,0;52,0;73,0;0,0;0,5;2,5;0,0;1,0;;22.8%;35.3%;37.1%;35.8%;42.3%;61,0;212,0;1056,0;288,0;556,0;4,0;12,0;24,0;7,0;8,0;1,0;1,3;1,6;1,8;0,9;1,0;1,0;0,0;0,0;1,0;6,0;19,0;47,0;8,0;19,0;1,5;2,1;3,1;2,0;2,1;29,0;32 7/8;41,7;Kyle Love;Lewis Neal;Brian Price;Woodrow Hamilton;Brandon Williams;Northern Iowa;Undrafted;2015;10 1/2;74;
381;Zach Allen;DL;281 lbs;4,36;7,34;5,0;11,7;99,0;24,0;112,0;110,4;;;;;2,0;14,0;;;;0,0;2,0;;;;0,0;0,0;;;;0,0;0,0;10,41;;;;1,0;3,0;111,2;;;;0,0;18,0;89,9;32,0;;;;0,7;1,6;;0,0;0,0;;;;0,0;2,0;;;;;69.2%;42.5%;;;;211,0;584,0;;;;6,0;14,0;;;;2,0;1,6;;;;1,0;5,0;;;;8,0;28,0;;;;2,7;3,1;23,5;34 3/4;34,2;Nick Fairley;Zach Sieler;Christian Covington;Mitch Unrein;Frostee Rucker;Boston College;3.01;2019;10 1/8;76;Arizona Cardinals
382;Zach Kerr;DL;334 lbs;4,71;7,93;5,06;12,64;106,0;28,0;99,0;98,8;;8,0;9,0;21,0;7,0;19,0;0,0;0,0;1,0;1,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;9,83;3,0;2,0;1,0;3,0;2,0;113,7;17,0;7,0;7,0;0,0;21,0;101,9;29,0;0,8;1,1;1,6;0,6;1,9;0,0;0,0;0,0;2,5;0,5;1,0;0,0;2,0;;45.3%;47.9%;38.3%;41.8%;46.2%;288,0;235,0;848,0;748,0;651,0;11,0;10,0;12,0;12,0;9,0;1,1;1,3;0,9;1,1;0,9;3,0;2,0;1,0;3,0;2,0;19,0;19,0;33,0;19,0;28,0;1,9;2,4;2,5;1,7;2,8;30,4;32 7/8;42,9;Phil Taylor;Cam Thomas;Margus Hunt;Mike Pennel;Grover Stewart;Delaware;Undrafted;2014;9 3/4;74;Carolina Panthers
