;Full Name;Position;Weight;20-Yard Shuttle;3-Cone Drill;40-Yard Dash;Agility Score;Athleticism Score;Bench Press;Broad Jump;Burst Score;Height-adjusted Speed Score;Assisted Tackles (2016);Assisted Tackles (2017);Assisted Tackles (2018);Assisted Tackles (2019);Assisted Tackles (2020);Batted Passes (2016);Batted Passes (2017);Batted Passes (2018);Batted Passes (2019);Batted Passes (2020);Forced Fumbles (2016);Forced Fumbles (2017);Forced Fumbles (2018);Forced Fumbles (2019);Forced Fumbles (2020);Fumble Recoveries (2016);Fumble Recoveries (2017);Fumble Recoveries (2018);Fumble Recoveries (2019);Fumble Recoveries (2020);Playmaking Radius;Run Stuffs (2016);Run Stuffs (2017);Run Stuffs (2018);Run Stuffs (2019);Run Stuffs (2020);SPARQ-x;Sack Yards (2016);Sack Yards (2017);Sack Yards (2018);Sack Yards (2019);Sack Yards (2020);Speed Score;Vertical Jump;Assisted Tackles Per Game (2016);Assisted Tackles Per Game (2017);Assisted Tackles Per Game (2018);Assisted Tackles Per Game (2019);Assisted Tackles Per Game (2020);Pass Break-ups (2018);Pass Break-ups (2019);Pass Break-ups (2020);Sacks (2016);Sacks (2017);Sacks (2018);Sacks (2019);Sacks (2020);Snap Share (2014);Snap Share (2016);Snap Share (2017);Snap Share (2018);Snap Share (2019);Snap Share (2020);Snaps (2016);Snaps (2017);Snaps (2018);Snaps (2019);Snaps (2020);Solo Tackles (2016);Solo Tackles (2017);Solo Tackles (2018);Solo Tackles (2019);Solo Tackles (2020);Solo Tackles Per Game (2016);Solo Tackles Per Game (2017);Solo Tackles Per Game (2018);Solo Tackles Per Game (2019);Solo Tackles Per Game (2020);Tackles For Loss (2016);Tackles For Loss (2017);Tackles For Loss (2018);Tackles For Loss (2019);Tackles For Loss (2020);Total Tackles (2016);Total Tackles (2017);Total Tackles (2018);Total Tackles (2019);Total Tackles (2020);Total Tackles Per Game (2016);Total Tackles Per Game (2017);Total Tackles Per Game (2018);Total Tackles Per Game (2019);Total Tackles Per Game (2020);Age;Arm Length;BMI;Best Comparable Player (1);Best Comparable Player (2);Best Comparable Player (3);Best Comparable Player (4);Best Comparable Player (5);College;Draft Pick;Draft Year;Hand Size;Height (Inches);Team
70;Chris Nelson;DL;298 lbs;4,85;7,93;5,56;12,78;95,9;23,0;103,0;105,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,0;32    ;39,3;Aziz Shittu;Vance Walker;David Parry;Damion Square;Chris Jones;Texas;Undrafted;2019;9 1/8;73;
71;Chris Slayton;DL;307 lbs;4,73;;5,13;;;28,0;101,0;99,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,5;33 1/2;37,4;Caleb Brantley;Kenny Clark;Dalvin Tomlinson;Justin Hamilton;Vincent Taylor;Syracuse;7.31;2019;10 5/8;76;Buffalo Bills
72;Chris Wormley;DL;298 lbs;4,59;7,08;4,91;11,67;101,0;23,0;110,0;108,6;;0,0;0,0;3,0;16,0;5,0;0,0;0,0;5,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,41;0,0;0,0;1,0;2,0;0,0;107,1;0,0;0,0;6,0;7,0;0,0;102,5;31,5;;0,0;0,2;1,2;1,0;0,0;59,0;81,0;0,0;0,0;1,0;1,5;0,0;;;39.0%;42.6%;48.9%;20.1%;0,0;101,0;792,0;761,0;293,0;0,0;5,0;13,0;16,0;1,0;;1,3;1,0;1,2;0,2;0,0;0,0;1,0;2,0;0,0;0,0;5,0;16,0;32,0;6,0;;1,3;1,2;2,5;1,2;27,3;34 1/8;35,3;Nick Fairley;Derek Wolfe;Gerald McCoy;Xavier Cooper;Ndamukong Suh;Michigan;3.10;2017;10 1/2;77;Pittsburgh Steelers
73;Christian Covington;DL;289 lbs;4,43;7,43;4,95;11,86;102,6;24,0;111,0;107,4;;10,0;7,0;7,0;8,0;18,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,18;3,0;0,0;2,0;3,0;1,0;109,8;2,0;12,0;25,0;4,0;0,0;96,3;30,5;0,8;1,0;0,7;0,7;1,3;0,0;0,0;0,0;1,0;1,0;3,5;1,0;0,0;;47.8%;39.1%;31.7%;51.9%;52.3%;375,0;166,0;640,0;754,0;900,0;16,0;8,0;8,0;20,0;14,0;1,2;1,1;0,8;1,7;1,0;3,0;0,0;2,0;3,0;1,0;26,0;15,0;15,0;28,0;32,0;2,0;2,1;1,5;2,3;2,3;27,3;33 1/4;37,1;Louis Trinca-Pasat;Gerald McCoy;Nick Fairley;Shelby Harris;Frostee Rucker;Rice;6.40;2015;10    ;74;Denver Broncos
74;Christian Ringo;DL;293 lbs;;;5,02;;;28,0;113,0;105,8;;0,0;1,0;4,0;;;0,0;0,0;0,0;;;1,0;0,0;0,0;;;0,0;0,0;0,0;;;;1,0;0,0;1,0;;;;0,0;0,0;16,0;;;92,3;29,0;0,0;0,5;0,8;;;0,0;;;0,0;0,0;1,5;;;;9.6%;28.4%;47.4%;;;13,0;40,0;304,0;;;2,0;2,0;6,0;;;1,0;1,0;1,2;;;1,0;0,0;1,0;;;2,0;3,0;10,0;;;1,0;1,5;2,0;;;28,9;33    ;38,7;Corey Peters;Dylan Bradley;DeShawn Williams;Tenny Palepoi;Stephen paea;UL Lafayette;6.34;2015;9 1/8;73;
75;Christian Tupou;DL;289 lbs;4,87;8,07;5,38;12,94;92,2;30,0;92,0;86,8;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,38;0,0;0,0;;;;96,5;0,0;0,0;;;;69,0;24,0;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;31,7;32    ;37,1;Garrison Smith;Chas Alecxih;Ed Stinson;Kelcy Quarles;Damion Square;USC;Undrafted;2012;9 3/4;74;
76;Christian Wilkins;DL;315 lbs;4,55;;5,04;;;28,0;107,0;103,7;;;;;29,0;22,0;;;;2,0;4,0;;;;0,0;0,0;;;;0,0;1,0;;;;;3,0;3,0;115,6;;;;14,0;18,0;97,6;29,5;;;;1,8;1,8;;40,0;61,0;;;;2,0;2,5;;;;;70.0%;67.1%;;;;1058,0;747,0;;;;25,0;21,0;;;;1,6;1,8;;;;3,0;3,0;;;;54,0;43,0;;;;3,4;3,6;25,1;32 1/2;39,4;Da'Ron Payne;Jerel Worthy;Star Lotulelei;Elijah Qualls;Justin Hamilton;Clemson;1.13;2019;9 3/4;75;Miami Dolphins
77;Chunky Clements;DL;301 lbs;;;;;;23,0;;;;0,0;1,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;;0,0;0,0;;;;;0,0;10,0;;;;;;;0,5;;;;;;;0,0;0,5;;;;;;38.3%;;;;0,0;46,0;;;;0,0;1,0;;;;;0,5;;;;0,0;0,0;;;;0,0;2,0;;;;;1,0;;;;26,2;32 7/8;38,6;Mike Bennett;DeShawn Williams;Pat Sims;Vincent Taylor;Treyvon Hester;Illinois;Undrafted;2017;10 3/8;74;
78;Claude Pelon;DL;300 lbs;4,82;7,8;5,17;12,62;100,7;33,0;110,0;110,3;;0,0;2,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,01;0,0;0,0;;;;119,2;0,0;0,0;;;;84,0;32,5;;2,0;;;;;;;0,0;0,0;;;;;;23.6%;;;;0,0;17,0;;;;0,0;0,0;;;;;0,0;;;;0,0;0,0;;;;0,0;2,0;;;;;2,0;;;;28,2;33 1/4;36,5;Jay Bromley;Stefan Charles;Jarran Reed;Khyri Thornton;USC;Undrafted;2016;9 1/2;76;;
79;Clinton McDonald;DL;297 lbs;4,5;7,25;4,83;11,75;113,1;36,0;121,0;125,1;;14,0;14,0;14,0;6,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;;10,52;2,0;1,0;1,0;0,0;;147,7;15,0;30,0;15,0;0,0;;109,1;38,0;1,3;1,3;0,9;1,2;;0,0;0,0;;3,5;5,0;2,0;0,0;;;65.8%;55.5%;45.7%;20.6%;;442,0;392,0;917,0;325,0;;23,0;14,0;17,0;2,0;;2,1;1,3;1,1;0,4;;3,0;1,0;2,0;0,0;;37,0;28,0;31,0;8,0;;3,4;2,5;2,1;1,6;;34,1;;38,1;Connor Wujciak;Sheldon Rankins;Kendall Reyes;Geno Atkins;David Onyemata;Memphis;7.40;2009;;74;
80;Connor Wujciak;DL;291 lbs;4,27;7,32;4,91;11,59;105,8;22,0;117,0;117,2;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;10,44;0,0;0,0;;;;117,2;0,0;0,0;;;;100,1;34,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;28,4;33 1/4;37,4;Kendall Reyes;Geno Atkins;Aaron Donald;David Onyemata;Kyle Peko;Boston College;Undrafted;2016;10    ;74;
81;Corey Liuget;DL;298 lbs;4,68;7,48;4,97;12,16;101,8;27,0;102,0;97,8;;13,0;12,0;7,0;5,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;9,94;8,0;2,0;4,0;5,0;1,0;106,9;0,0;19,0;13,0;6,0;7,0;97,7;27,5;1,0;1,2;1,2;0,6;0,7;0,0;0,0;0,0;0,0;2,0;1,5;1,0;1,0;;77.9%;51.5%;54.3%;30.8%;19.4%;654,0;319,0;381,0;477,0;206,0;21,0;9,0;7,0;8,0;2,0;1,6;0,9;1,2;1,0;0,7;8,0;3,0;5,0;5,0;1,0;34,0;21,0;14,0;13,0;4,0;2,6;2,1;2,3;1,6;1,3;30,9;33 1/4;38,3;Caraun Reid;Terrell McClain;Jurrell Casey;Timmy Jernigan;Jerel Worthy;Illinois;1.18;2011;9 1/2;74;
82;Corey Peters;DL;300 lbs;4,76;7,56;4,98;12,32;101,7;26,0;98,0;105,1;;10,0;4,0;24,0;21,0;5,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;10,17;6,0;5,0;6,0;5,0;2,0;109,6;0,0;6,0;13,0;22,0;19,0;97,6;33,0;1,1;0,4;1,8;1,3;0,6;0,0;0,0;0,0;0,0;1,0;2,5;2,5;2,0;;54.1%;55.7%;72.0%;76.5%;61.8%;304,0;364,0;900,0;1081,0;539,0;11,0;18,0;26,0;16,0;10,0;1,2;1,8;2,0;1,0;1,3;6,0;5,0;7,0;5,0;2,0;21,0;22,0;50,0;37,0;15,0;2,3;2,2;3,8;2,3;1,9;32,7;34    ;37,5;Darius Philon;Stephen paea;Sen'Derrick Marks;Stacy McGee;Stephon Tuitt;Kentucky;3.19;2010;9    ;75;Arizona Cardinals
83;Cortez Broughton;DL;293 lbs;4,57;7,65;4,98;12,22;103,5;24,0;113,0;113,5;;;;;4,0;3,0;;;;0,0;1,0;;;;0,0;0,0;;;;0,0;0,0;10,16;;;;0,0;0,0;109,5;;;;0,0;0,0;95,3;33,5;;;;2,0;1,0;;0,0;0,0;;;;0,0;0,0;;;;;19.4%;12.2%;;;;108,0;205,0;;;;1,0;0,0;;;;0,5;0,0;;;;0,0;0,0;;;;5,0;3,0;;;;2,5;1,0;24,4;32 3/4;37,6;Sheldon Richardson;Justin Zimmer;Julius Warmsley;Bruce Hector;Ricky Ali'fua;Cincinnati;7.28;2019;9 1/8;74;Los Angeles Chargers
84;D.J. Jones;DL;319 lbs;4,65;7,73;5,04;12,38;106,0;25,0;108,0;102,5;96,2;0,0;3,0;7,0;8,0;6,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;9,83;0,0;1,0;1,0;2,0;4,0;106,3;0,0;0,0;0,0;17,0;8,0;98,9;28,5;;0,6;1,0;0,9;0,7;0,0;0,0;0,0;0,0;0,0;0,0;2,0;2,0;;;28.0%;41.0%;45.4%;44.5%;0,0;100,0;478,0;557,0;550,0;0,0;8,0;8,0;15,0;9,0;;1,6;1,1;1,7;1,0;0,0;1,0;1,0;2,0;4,0;0,0;11,0;15,0;23,0;15,0;;2,2;2,1;2,6;1,7;26,0;32 1/2;42,1;Pat Sims;Arthur Jones;Michael Pierce;Nile Lawrence-Stample;Antwaun Woods;Mississippi;6.14;2017;10 1/4;73;San Francisco 49ers
85;D.J. Reader;DL;327 lbs;4,71;7,9;5,33;12,61;102,7;30,0;99,0;99,7;;15,0;27,0;19,0;29,0;10,0;0,0;0,0;0,0;0,0;2,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,79;5,0;1,0;2,0;2,0;1,0;112,7;8,0;2,0;10,0;20,0;0,0;81,0;29,5;1,0;1,9;1,4;1,9;2,0;0,0;0,0;0,0;1,0;1,0;2,0;2,5;0,0;;44.0%;61.3%;63.7%;65.3%;76.0%;392,0;524,0;911,0;963,0;341,0;7,0;21,0;14,0;22,0;8,0;0,5;1,5;1,0;1,5;1,6;5,0;2,0;3,0;3,0;1,0;22,0;48,0;33,0;51,0;18,0;1,5;3,4;2,4;3,4;3,6;26,6;33 5/8;42,0;Vernon Butler;Phil Taylor;DaQuan Jones;Montori Hughes;Mike Pennel;Clemson;5.27;2016;9 1/2;74;Cincinnati Bengals
86;Da'Ron Payne;DL;311 lbs;4,71;7,58;4,95;12,29;103,5;27,0;107,0;102,0;;;;29,0;24,0;28,0;;;3,0;2,0;3,0;;;1,0;0,0;3,0;;;1,0;0,0;1,0;9,98;;;1,0;1,0;5,0;109,9;;;28,0;11,0;13,0;103,6;28,5;;;1,8;1,6;2,0;0,0;0,0;0,0;;;5,0;2,0;2,0;;;;79.6%;75.8%;81.4%;;;1000,0;1010,0;873,0;;;26,0;30,0;19,0;;;1,6;2,0;1,4;;;2,0;1,0;5,0;;;55,0;54,0;47,0;;;3,4;3,6;3,4;23,7;33    ;38,9;Marcel Dareus;D.J. Jones;Jerel Worthy;Vincent Taylor;Leonard Williams;Alabama;1.13;2018;9 3/8;75;Washington
87;Da'Shawn Hand;DL;297 lbs;4,62;7,98;4,83;12,6;102,2;28,0;111,0;109,1;;;;7,0;2,0;9,0;;;0,0;1,0;0,0;;;2,0;0,0;1,0;;;1,0;0,0;0,0;10,18;;;2,0;0,0;1,0;118,7;;;14,0;0,0;0,0;109,1;31,5;;;0,6;0,7;1,1;0,0;0,0;0,0;;;3,0;0,0;0,0;;;;64.1%;56.8%;50.8%;;;646,0;199,0;530,0;;;18,0;3,0;10,0;;;1,6;1,0;1,3;;;2,0;0,0;1,0;;;25,0;5,0;19,0;;;2,3;1,7;2,4;25,2;34 3/8;36,1;Larry Ogunjobi;Jay Bromley;Montravius Adams;Khyri Thornton;Corey Peters;Alabama;4.14;2018;9 3/4;76;Detroit Lions
88;DaJohn Harris;DL;306 lbs;4,74;8,12;5,16;12,86;99,3;28,0;104,0;102,2;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,8;0,0;0,0;;;;107,3;0,0;0,0;;;;86,3;29,5;;;;;;;;;0,0;0,0;;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;0,0;0,0;;;;0,0;0,0;;;;;;;;;32,0;33    ;38,2;Treyvon Hester;Deandre Coleman;Daniel Ross;Kapron Lewis-Moore;Rodney Coe;USC;Undrafted;2012;10    ;75;
89;DaQuan Jones;DL;322 lbs;4,78;7,73;5,35;12,51;97,1;25,0;100,0;96,8;;15,0;12,0;20,0;22,0;19,0;0,0;0,0;1,0;3,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;9,79;2,0;2,0;5,0;1,0;5,0;97,4;10,0;24,0;0,0;0,0;15,0;78,6;27,5;1,2;1,2;1,5;1,4;1,4;0,0;0,0;0,0;1,0;3,5;0,0;1,0;2,5;;66.3%;56.1%;59.8%;64.9%;60.6%;552,0;375,0;829,0;1060,0;958,0;11,0;19,0;14,0;20,0;23,0;0,8;1,9;1,1;1,3;1,6;2,0;2,0;5,0;1,0;5,0;26,0;31,0;34,0;42,0;42,0;2,0;3,1;2,6;2,6;3,0;29,1;33 1/2;39,2;Lavon Hooks;Montori Hughes;D.J. Reader;A'Shawn Robinson;L.J. Walton;Penn State;4.12;2014;9 5/8;76;Tennessee Titans
90;DaVon Hamilton;DL;320 lbs;4,49;7,72;5,14;12,21;103,2;33,0;102,0;101,2;;;;;;15,0;;;;;1,0;;;;;0,0;;;;;1,0;10,04;;;;;1,0;127,0;;;;;10,0;91,7;29,5;;;;;1,4;;;0,0;;;;;1,0;;;;;;56.4%;;;;;721,0;;;;;15,0;;;;;1,4;;;;;1,0;;;;;30,0;;;;;2,7;24,0;33    ;38,9;Justin Hamilton;Dalvin Tomlinson;Cam Thomas;Olive Sagapolu;Linval Joseph;Ohio State;3.09;2020;9 3/4;76;Jacksonville Jaguars
91;DaVonte Lambert;DL;282 lbs;4,63;7,67;4,94;12,3;96,4;20,0;106,0;94,7;;7,0;0,0;;;;0,0;0,0;;;;1,0;0,0;;;;0,0;0,0;;;;9,81;0,0;0,0;;;;89,5;0,0;0,0;;;;94,7;24,5;1,0;;;;;;;;0,0;0,0;;;;;65.4%;;;;;289,0;0,0;;;;8,0;0,0;;;;1,1;;;;;0,0;0,0;;;;15,0;0,0;;;;2,1;;;;;26,6;33 3/8;36,2;Channing Ward;Dominique Easley;Mike Daniels;Mitchell Loewen;Adam Gotsis;Auburn;Undrafted;2016;9    ;74;Carolina Panthers
92;Dalvin Tomlinson;DL;310 lbs;4,59;7,68;5,19;12,27;99,1;22,0;110,0;100,9;85,5;0,0;33,0;42,0;31,0;25,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;9,87;0,0;0,0;8,0;7,0;5,0;96,1;0,0;9,0;0,0;30,0;33,0;85,5;27,0;;2,2;2,6;2,1;1,8;0,0;13,0;35,0;0,0;1,0;0,0;3,5;2,5;;;55.9%;60.4%;57.3%;56.4%;0,0;556,0;1040,0;997,0;907,0;0,0;17,0;17,0;18,0;18,0;;1,1;1,1;1,2;1,3;0,0;0,0;8,0;7,0;6,0;0,0;50,0;59,0;49,0;43,0;;3,3;3,7;3,3;3,1;26,9;33 1/2;38,7;Kenny Clark;Justin Hamilton;DaJohn Harris;Shamar Stephen;Treyvon Hester;Alabama;2.23;2017;10 1/8;75;New York Giants
93;Damion Square;DL;293 lbs;4,87;7,99;5,28;12,86;;23,0;;;;5,0;9,0;15,0;14,0;10,0;0,0;0,0;3,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;2,0;1,0;1,0;1,0;0,0;;20,0;0,0;20,0;0,0;1,0;75,4;;0,7;0,9;0,9;1,1;1,0;0,0;0,0;13,0;2,5;0,0;3,0;0,0;1,0;;60.6%;36.3%;53.6%;46.8%;23.0%;262,0;239,0;988,0;765,0;639,0;8,0;9,0;16,0;14,0;7,0;1,1;0,9;1,0;1,1;0,7;2,0;1,0;1,0;2,0;1,0;13,0;18,0;31,0;28,0;17,0;1,9;1,8;1,9;2,2;1,7;32,0;32 1/8;37,6;Joey Ivie;Will Sutton;Ed Stinson;Adolphus Washington;Claude Pelon;Alabama;Undrafted;2013;10 3/8;74;Los Angeles Chargers
94;Damon Harrison;DL;341 lbs;4,99;7,8;5,59;12,79;98,5;34,0;93,0;89,0;;58,0;52,0;41,0;19,0;6,0;0,0;0,0;1,0;3,0;0,0;1,0;0,0;2,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;9,45;6,0;9,0;10,0;3,0;0,0;111,1;29,0;16,0;18,0;13,0;0,0;69,8;25,0;3,6;3,3;2,4;1,4;1,5;0,0;0,0;0,0;2,5;1,5;3,5;2,0;0,0;;63.4%;61.3%;59.2%;51.6%;28.3%;674,0;645,0;1023,0;973,0;251,0;29,0;24,0;37,0;24,0;3,0;1,8;1,5;2,2;1,7;0,8;6,0;9,0;10,0;3,0;0,0;87,0;76,0;78,0;43,0;9,0;5,4;4,8;4,6;3,1;2,3;32,2;;42,6;Stevie Tu'ikolovatu;Ryan Carrethers;Justin Ellis;Danny Shelton;Lucas Niang;William Penn;Undrafted;2012;;75;
95;Dan Williams;DL;327 lbs;4,87;7,88;5,19;12,75;103,7;27,0;96,0;102,4;;6,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,88;1,0;0,0;;;;108,3;3,0;0,0;;;;90,1;32,0;0,5;;;;;;;;0,5;0,0;;;;;37.9%;;;;;282,0;0,0;;;;9,0;0,0;;;;0,8;;;;;1,0;0,0;;;;15,0;0,0;;;;1,3;;;;;33,7;33 1/2;42,0;Deon Simon;Vincent Valentine;Mike Pennel;Vernon Butler;B.J. Raji;Tennessee;1.26;2010;10 1/8;74;
96;Daniel McCullers;DL;352 lbs;5,09;7,99;5,18;13,08;96,4;27,0;104,0;86,9;;11,0;0,0;1,0;5,0;4,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,63;2,0;0,0;0,0;0,0;0,0;95,1;8,0;0,0;4,0;0,0;0,0;97,8;20,5;1,1;0,0;0,3;0,8;2,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;;17.4%;11.3%;13.4%;18.2%;38.2%;115,0;7,0;253,0;391,0;123,0;6,0;1,0;2,0;3,0;3,0;0,6;1,0;0,5;0,5;1,5;2,0;0,0;0,0;0,0;0,0;17,0;1,0;3,0;8,0;7,0;1,7;1,0;0,8;1,3;3,5;28,5;36 5/8;39,7;Darius Kilgo;Kelcy Quarles;Jordan Hill;Chris Mayes;Chas Alecxih;Tennessee;6.39;2014;11    ;79;Pittsburgh Steelers
97;Daniel Wise;DL;281 lbs;4,37;7,53;5,28;11,9;94,7;22,0;112,0;102,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,0;33    ;35,1;Steve McLendon;Taniela Tupou;Aziz Shittu;Casey Sayles;Bobby Richardson;Kansas;Undrafted;2019;10    ;75;
98;Danny Shelton;DL;339 lbs;4,65;7,99;5,64;12,64;101,9;34,0;95,0;99,4;;29,0;15,0;13,0;37,0;21,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;9,65;2,0;5,0;1,0;0,0;3,0;123,6;16,0;0,0;0,0;24,0;7,0;67,0;30,5;1,8;1,3;1,2;2,3;2,1;0,0;0,0;0,0;1,5;0,0;0,0;3,0;1,0;;69.9%;53.2%;37.6%;53.6%;65.1%;747,0;411,0;724,0;948,0;670,0;31,0;18,0;9,0;24,0;14,0;1,9;1,5;0,8;1,5;1,4;2,0;5,0;1,0;0,0;3,0;60,0;33,0;22,0;61,0;35,0;3,8;2,8;2,0;3,8;3,5;27,5;32    ;43,5;Brandon Williams;Mike Pennel;Montori Hughes;Phil Taylor;Damon Harrison;Washington;1.12;2015;10 1/4;74;Detroit Lions
99;Darius Kilgo;DL;320 lbs;4,65;7,49;5,22;12,14;99,6;33,0;96,0;88,8;;3,0;0,0;2,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;0,0;0,0;0,0;;;9,76;0,0;0,0;0,0;;;115,0;0,0;0,0;0,0;;;86,2;24,0;0,6;;0,7;;;0,0;;;0,0;0,0;0,0;;;;14.7%;;22.1%;;;48,0;0,0;181,0;;;2,0;0,0;3,0;;;0,4;;1,0;;;0,0;0,0;0,0;;;5,0;0,0;5,0;;;1,0;;1,7;;;29,1;32 3/8;38,9;Jarvis Jenkins;Chris Jones;Johnathan Hankins;Abry Jones;Michael Brockers;Maryland;6.27;2015;9 3/8;76;
100;Darius Latham;DL;311 lbs;4,63;7,76;5,32;12,39;95,0;19,0;100,0;99,3;;9,0;5,0;;;;0,0;0,0;;;;0,0;0,0;;;;0,0;0,0;;;;9,96;2,0;0,0;;;;90,3;0,0;0,0;;;;77,7;29,0;0,9;1,7;;;;;;;0,0;0,0;;;;;38.6%;30.1%;;;;235,0;56,0;;;;8,0;2,0;;;;0,8;0,7;;;;2,0;0,0;;;;17,0;7,0;;;;1,7;2,3;;;;26,2;34 3/4;37,9;Lavon Hooks;Cedric Thornton;Jaleel Johnson;Toby Johnson;Dalvin Tomlinson;Indiana;Undrafted;2016;10    ;76;
101;Darius Philon;DL;298 lbs;4,75;8,0;5,0;12,75;103,1;26,0;107,0;106,2;;5,0;19,0;18,0;;;0,0;0,0;0,0;;;0,0;1,0;1,0;;;0,0;0,0;0,0;;;9,84;0,0;2,0;6,0;;;106,7;0,0;29,0;23,0;;;95,4;31,0;0,7;1,2;1,3;;;0,0;;;1,0;4,5;4,0;;;;32.5%;51.0%;64.3%;;;151,0;510,0;860,0;;;6,0;11,0;15,0;;;0,9;0,7;1,1;;;0,0;3,0;6,0;;;11,0;30,0;33,0;;;1,6;1,9;2,4;;;27,0;32 3/8;39,3;Corey Peters;Tenny Palepoi;Tyrunn Walker;Sen'Derrick Marks;Stephen paea;Arkansas;6.16;2015;9 1/2;73;
102;Darrion Daniels;DL;311 lbs;4,93;7,75;5,18;12,68;97,9;21,0;109,0;100,4;;;;;;0,0;;;;;0,0;;;;;0,0;;;;;0,0;9,74;;;;;0,0;87,5;;;;;0,0;86,4;27,0;;;;;0,0;;;0,0;;;;;0,0;;;;;;9.7%;;;;;62,0;;;;;1,0;;;;;1,0;;;;;0,0;;;;;1,0;;;;;1,0;23,2;33 3/4;38,9;Ahtyba Rubin;Dalvin Tomlinson;Chris Slayton;Justin Hamilton;Kaleb Eulls;Nebraska;Undrafted;2020;9 1/8;75;San Francisco 49ers
103;David Irving;DL;290 lbs;4,52;7,27;4,89;11,79;98,8;13,0;128,0;128,6;;7,0;9,0;1,0;;2,0;0,0;0,0;0,0;;0,0;4,0;1,0;0,0;;0,0;1,0;0,0;0,0;;0,0;10,89;5,0;4,0;1,0;;0,0;99,7;32,0;51,0;3,0;;0,0;101,4;38,0;0,8;1,3;0,5;;1,0;0,0;;0,0;4,5;7,0;1,0;;0,0;;58.0%;68.7%;53.3%;;28.2%;337,0;292,0;105,0;;142,0;11,0;13,0;3,0;;2,0;1,2;1,9;1,5;;1,0;6,0;5,0;1,0;;0,0;18,0;22,0;4,0;;4,0;2,0;3,1;2,0;;2,0;27,5;37 3/4;32,7;Arik Armstead;Joel Heath;Derek Wolfe;Josh Mauro;Chris Wormley;Iowa State;Undrafted;2015;10 3/4;79;
